SMILES,rotational_entropy,one_dim_trans_entropy,symmetry
CC[N@+]12CCCC[C@H]1C[C@@H]1C[C@H]2C[C@H]2CCCCN21,0.14270693427467016,0.06148132200094667,1.0
CC[N@+]12CCCC[C@H]1C[C@@H]1C[C@H]2C[C@@H]2CCCCN21,0.1421928128348135,0.06148132200094667,1.0
CC[N@@+]12CCCC[C@@H]1C[C@@H]1C[C@H]2C[C@@H]2CCCCN21,0.14270310689056206,0.06148132200094667,1.0
CC[N@+]12CCCC[C@@H]1C[C@@H]1C[C@H]2C[C@H]2CCCCN21,0.14268437878671653,0.06148132200094667,1.0
CC[N@@+]12CCCC[C@@H]1C[C@@H]1C[C@H]2C[C@H]2CCCCN21,0.14258662122603946,0.06148132200094667,1.0
CCN(C(C)C)C(C)C,0.12667857837794666,0.058520814031238245,1.0
CCC[N+]1(C2CCCCCCC2)CCCC1,0.14072989915181855,0.060814601207065035,1.0
CC1(C)C[C@@H]2C[C@](C)(C1)C[N+]21CCCCC1,0.13853268690952109,0.060777086052553254,1.0
CC1(C)C[C@H]2C[C@@](C)(C1)C[N+]21CCCCC1,0.13844109150509684,0.060777086052553254,1.0
CCC[N@+]1(C)CC[C@H]([N+]2(C)CCCC2)CC1,0.1413108988849086,0.06085141363018059,1.0
CCC[N+]1(C)CCC([N+]2(C)CCCC2)CC1,0.14135544683537363,0.06085141363018059,1.0
CC1(C)C[C@H]2C[C@@](C)(C1)C[N+]21CCCC1,0.13655729161552502,0.06050624645206155,1.0
CC1(C)C[C@@H]2C[C@](C)(C1)C[N+]21CCCC1,0.1365090873564151,0.06050624645206155,1.0
CC(C)N,0.10598983855017251,0.05526864777719593,1.0
CCCCCCCCCCCC(N)N,0.14263222021801494,0.06034351208640688,1.0
C[N+]12CCN(CC1)CC2,0.1131652351349403,0.05845480477309834,3.0
C[C@@H]1CNCCN1,0.11820167396272488,0.05746110879943329,1.0
C[C@H]1CNCCN1,0.11820178629223134,0.05746110879943329,1.0
c1ccc2c(c1)C[N+]1(CCCCC1)C2,0.13502218830163193,0.06008509406037898,1.0
C[C@H]1C[N@@+]2(C)CCN1C[C@@H]2C,0.12818824017144015,0.05928328368012121,1.0
C[C@@H]1C[N@@+]2(C)CCN1C[C@H]2C,0.1281201195156108,0.05928328368012121,1.0
C[C@H]1C[N@@+]2(C)CCN1C[C@H]2C,0.12819497950091216,0.05928328368012121,1.0
C[C@@H]1C[N@+]2(C)CCN1C[C@H]2C,0.1281883891639797,0.05928328368012121,1.0
C[C@H]1C[N@+]2(C)CCN1C[C@H]2C,0.12819099172821138,0.05928328368012121,1.0
C[C@H]1C[N@+]2(C)CCN1C[C@@H]2C,0.1281200962878738,0.05928328368012121,1.0
C[C@H]1CN2CC[N@+]1(C)C[C@H]2C,0.12819102649729439,0.05928328368012121,1.0
C[C@H]1CN2CC[N@@+]1(C)C[C@H]2C,0.12819501714266718,0.05928328368012121,1.0
CCCCNCCCC,0.12894838431562736,0.058520814031238245,1.0
c1cc[nH+]cc1,0.10514430551791203,0.056532307886755416,2.0
C[C@@H](O)[C@@H](C)[N+]12CCN(CC1)CC2,0.13366606423837354,0.06001825821262222,1.0
C[C@H](O)[C@H](C)[N+]12CCN(CC1)CC2,0.1336659277856543,0.06001825821262222,1.0
C[C@@H]([C@@H](C)O)[N+]12CCN(CC1)CC2,0.13354299285897278,0.06001825821262222,1.0
C[C@H](O)[C@@H](C)[N+]12CCN(CC1)CC2,0.13354297814764715,0.06001825821262222,1.0
Cc1ccc(Cn2cc[n+](C)c2)cc1,0.13714851512688206,0.06006233527533547,1.0
CC(C)C[N+]1(C)C[C@H]2CCCCCC[C@H]2C1,0.1408331037076917,0.060814601207065035,1.0
C[N+]1(C2CCCCCCC2)CCCC1,0.13679156909472795,0.06025942736650932,1.0
Cc1n(C)cc[n+]1C,0.12088076609669383,0.05789439103263866,1.0
CC1(C)CCC[N+]2(CCCC2)C1,0.1316049488399591,0.05961851673167251,1.0
CC(C)NCCN,0.12171918512763548,0.05754394963671561,1.0
CC(C)CN,0.11233984093305723,0.056153837896053826,1.0
CC(C)NCCCN,0.12614412623528787,0.05807871901168971,1.0
C[C@@H]1CCCC[N+]12Cc1ccccc1C2,0.13687891017457862,0.060383795192406164,1.0
C[C@H]1CCCC[N+]12Cc1ccccc1C2,0.1366072806521857,0.060383795192406164,1.0
CC[N+]1(CC)CCCC[C@@H]2CCCC[C@@H]21,0.1374458241635983,0.060546274933959886,1.0
CC[N+]1(CC)CCCC[C@H]2CCCC[C@@H]21,0.1376867325417106,0.060546274933959886,1.0
CC[N+]1(CC)CCCC[C@@H]2CCCC[C@H]21,0.13750501874145676,0.060546274933959886,1.0
CC[N+]1(CC)CCCC[C@H]2CCCC[C@H]21,0.13749131620393054,0.060546274933959886,1.0
C[N+](C)(C)[C@]12CCC[C@@H]1CCC2,0.1304085468202611,0.05961851673167251,1.0
C[N+](C)(C)C12CCCC1CCC2,0.13063111162506405,0.05961851673167251,1.0
C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.12464697283534873,0.06021652461203189,3.0
C[N+](C)(C)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,0.12464699803998287,0.06021652461203189,3.0
C[C@@H]([C@@H](O)c1ccccc1)N(C)Cc1ccccc1,0.1452437897148691,0.061351692993563835,1.0
C[C@@H]([C@H](O)c1ccccc1)N(C)Cc1ccccc1,0.14556312947123087,0.061351692993563835,1.0
c1ccc(CC[NH+]2CCCC2)cc1,0.13522646978232994,0.059811074665383344,1.0
C[n+]1ccn(Cc2ccc3ccccc3c2)c1,0.14174819858624285,0.060793931586746154,1.0
CCCCCC[N+]12CCC(CC1)CC2,0.13934285706886446,0.06025942736650932,1.0
CC1(C)[C@H]2CC=C(C[N+](C)(C)C)[C@@H]1C2,0.13637224112257226,0.06021652461203189,1.0
C[P+](C)(C)CCC[P+](C)(C)C,0.13771382060571646,0.060214310534449894,1.0
CN[C@@H](C)[C@@H](O)c1ccccc1,0.13298887392698805,0.05954203567410335,1.0
CN[C@@H](C)[C@H](O)c1ccccc1,0.1327302898019261,0.05954203567410335,1.0
CN(C)CCN(C)C,0.12530603919798053,0.05807871901168971,1.0
CN(C)C(=N)N(C)C,0.12234629928866461,0.058041779653554566,1.0
c1ccc(C[C@@H]2CN3CCN2CC3)cc1,0.1377457783789072,0.060383384218064336,1.0
c1ccc(C[C@H]2CN3CCN2CC3)cc1,0.13774588083497707,0.060383384218064336,1.0
CCCC[n+]1ccc(C)c(C)c1,0.1347584917905432,0.05951771102887692,1.0
C1C[C@H]2CC[C@@H]1CNC2,0.12222567347886423,0.05838905871666309,1.0
C1CC2CCC1CNC2,0.12222593977952004,0.05838905871666309,1.0
C[N+](C)(C)C12CCC(CC1)C2,0.12835082307861317,0.05925674538373383,1.0
CC[N+]1(CC)CC[C@@H](C)[C@@H]2C[C@H]1C2(C)C,0.1369766474336562,0.060546274933959886,1.0
CC[N+]1(CC)CC[C@H](C)[C@@H]2C[C@H]1C2(C)C,0.13718544036507807,0.060546274933959886,1.0
CC[N+]1(CC)CC[C@@H](C)[C@H]2C[C@@H]1C2(C)C,0.13721584339671947,0.060546274933959886,1.0
CC[N+]1(CC)CC[C@H](C)[C@H]2C[C@@H]1C2(C)C,0.13697669575992077,0.060546274933959886,1.0
C[C@@H]1CCC[C@H]([N+]2(C)CCCC2)C1,0.13509113059832364,0.059951310798306144,1.0
C[C@H]1CCC[C@@H]([N+]2(C)CCCC2)C1,0.13494087963462106,0.059951310798306144,1.0
C[C@H]1CCC[C@H]([N+]2(C)CCCC2)C1,0.1344574112011149,0.059951310798306144,1.0
C[C@@H]1CCC[C@@H]([N+]2(C)CCCC2)C1,0.13466770985983176,0.059951310798306144,1.0
C[N+](C)(Cc1ccccc1)Cc1ccccc1,0.14221366319508388,0.060850219949551025,1.0
c1ccc2c(c1)C[N+]1(CC[C@H]3CCCC[C@H]3C1)C2,0.13621391789018283,0.06113490695026,2.0
NCC1CCNCC1,0.1227127138699354,0.05800596560367421,1.0
C[C@H]1CCC[C@@H](C)[N+]12Cc1ccccc1C2,0.1383844438137996,0.060662465550146254,1.0
C[C@@H]1CCC[C@@H](C)[N+]12Cc1ccccc1C2,0.13823600055552712,0.060662465550146254,1.0
C[C@H]1CCC[C@H](C)[N+]12Cc1ccccc1C2,0.1382359163241549,0.060662465550146254,1.0
Cc1cn(C)[n+](C)c1,0.12226219071047789,0.05789439103263866,1.0
C[N+]1(C)CCC[C@H]2CCCC[C@H]21,0.13125152221698932,0.05961851673167251,1.0
C[N+]1(C)CCC[C@H]2CCCC[C@@H]21,0.13164293843095198,0.05961851673167251,1.0
C[N+]1(C)CCC[C@@H]2CCCC[C@@H]21,0.13125149747844847,0.05961851673167251,1.0
C[N+]1(C)CCC[C@@H]2CCCC[C@H]21,0.13164297058817173,0.05961851673167251,1.0
C[C@H](O)CNC[C@@H](C)O,0.12851478603239727,0.058645775778841364,1.0
C[C@@H](O)CNC[C@@H](C)O,0.12848181293317437,0.058645775778841364,1.0
C[C@H](O)CNC[C@H](C)O,0.1286798257609478,0.058645775778841364,1.0
CC1(C)[C@H]2CC[C@](C)(C2)C[N+]1(C)C,0.1321978519236851,0.059951310798306144,1.0
CC1(C)[C@@H]2CC[C@@](C)(C2)C[N+]1(C)C,0.1323642529913465,0.059951310798306144,1.0
CC[N@+]1(C)C[C@H]2CCCCCC[C@H]2C1,0.13661298945713576,0.06025942736650932,1.0
CC[N+]1(C)C[C@H]2CCCCCC[C@@H]2C1,0.13689738493952036,0.06025942736650932,1.0
CC[N+]1(C)C[C@H]2CCCCCC[C@H]2C1,0.13661421538345964,0.06025942736650932,1.0
CC[N+]1(C)C[C@@H]2CCCCCC[C@H]2C1,0.13681226064432678,0.06025942736650932,1.0
CC[N@@+]1(C)C[C@H]2CCCCCC[C@H]2C1,0.13661423743779275,0.06025942736650932,1.0
CC(C)(O)CN,0.11550611541028086,0.05697623802053118,1.0
Cc1ccccc1C[n+]1ccn(C)c1,0.13604499525093752,0.06006233527533547,1.0
C[N@@H+]1C=CN=C1,0.11145001079347461,0.056685345843162704,1.0
C[C@H](O)N(C)C,0.11559370695612554,0.05697623802053118,1.0
C[C@@H](O)N(C)C,0.11559350128871593,0.05697623802053118,1.0
C[C@@H]1C[C@H]2C[N+](C)(C)C[C@]1(C)CC2(C)C,0.13629727218951326,0.060546274933959886,1.0
C[C@H]1C[C@H]2C[N+](C)(C)C[C@]1(C)CC2(C)C,0.13631097761336183,0.060546274933959886,1.0
C[C@H]1C[C@@H]2C[N+](C)(C)C[C@@]1(C)CC2(C)C,0.13629721400566566,0.060546274933959886,1.0
C[C@@H]1C[C@@H]2C[N+](C)(C)C[C@@]1(C)CC2(C)C,0.13630749328728353,0.060546274933959886,1.0
C[N+]12CCCc3cccc(c31)CCC2,0.13386504973131327,0.06008509406037898,1.0
C[N+]12CCC(CC1)CC2,0.11324035734557174,0.05842239108330228,3.0
Cn1cc[n+](CCCCCCCCCCn2cc[n+](C)c2)c1,0.1489439258501123,0.06208309028692225,2.0
CN1C[C@@H]2C[C@H](C1)C[N+](C)(C)C2,0.13064914493227262,0.059642849700358824,1.0
CN1C[C@H]2C[C@H](C1)C[N+](C)(C)C2,0.13160137392411064,0.059642849700358824,1.0
CN1C[C@@H]2C[C@@H](C1)C[N+](C)(C)C2,0.13160134001220472,0.059642849700358824,1.0
CN(C)CC(C)(C)CN(C)C,0.13254509511519588,0.05936347310741896,1.0
C[C@@H]1C[C@H]2CC[C@]1(C)CC[N+]2(C)C,0.13240920737097622,0.059951310798306144,1.0
C[C@H]1C[C@H]2CC[C@]1(C)CC[N+]2(C)C,0.13247575411025989,0.059951310798306144,1.0
C[C@H]1C[C@@H]2CC[C@@]1(C)CC[N+]2(C)C,0.13240937368687072,0.059951310798306144,1.0
C[C@@H]1C[C@@H]2CC[C@@]1(C)CC[N+]2(C)C,0.13247584816415198,0.059951310798306144,1.0
CCCCC[N+](C)(C)CCCN(C)C,0.14175712351998745,0.06036437341313627,1.0
C[C@H]1CCC[C@@H](C)[N+]12CCC[C@H]2C,0.13299195544331416,0.059951310798306144,1.0
C[C@H]1CCC[C@@H](C)[N+]12CCC[C@@H]2C,0.13299203744514368,0.059951310798306144,1.0
C[C@@H]1CCC[C@@H](C)[N+]12CCC[C@H]2C,0.13282091496140816,0.059951310798306144,1.0
C[C@H]1CCC[C@@H](C)[N@@+]12CCC[C@@H]2C,0.13299204726432864,0.059951310798306144,1.0
C[C@H]1CCC[C@@H](C)[N@+]12CCC[C@@H]2C,0.13266564452002172,0.059951310798306144,1.0
C[C@H]1CCC[C@H](C)[N+]12CCC[C@H]2C,0.1328627706570947,0.059951310798306144,1.0
C[C@H]1CCC[C@H](C)[N+]12CCC[C@@H]2C,0.1328208858321308,0.059951310798306144,1.0
C[C@H]1CCC[N+]12[C@H](C)CCC[C@H]2C,0.13286274891990496,0.059951310798306144,1.0
C[C@H]1CCC[C@@H](C)[N@@+]12CCC[C@H]2C,0.1329861162440572,0.059951310798306144,1.0
CC(C)(C)n1cc[n+](C(C)(C)C)c1,0.12914308406488365,0.05992780559600349,2.0
NCCCCCCN,0.1256696363103981,0.05807871901168971,1.0
C1COCCOCCOCCOCCOCCN1,0.14687029981915545,0.06147950690201564,1.0
NC1CCCC1,0.11404865020736996,0.056785956032507974,1.0
CC(C)CNCC(C)C,0.12913361149640576,0.058520814031238245,1.0
CCn1cc[n+](C)c1,0.12150096096074493,0.05789439103263866,1.0
C[N+]1(C)C[C@H]2CC[C@@H]1[C@H]1CC[C@@H]2O1,0.13079748100224914,0.05995030745679866,1.0
C[N+]1(C)C[C@H]2CC[C@@H]1[C@@H]1CC[C@H]2O1,0.1308061549930396,0.05995030745679866,1.0
C[N+]1(C)C[C@@H]2CC[C@H]1[C@@H]1CC[C@H]2O1,0.13079748238299033,0.05995030745679866,1.0
C[N+]1(C)C[C@@H]2CC[C@H]1[C@H]1CC[C@@H]2O1,0.1308061172060932,0.05995030745679866,1.0
C[N+]1(C)CCCCC1,0.12130566866921523,0.058006693652484315,1.0
C[C@H]1CCCCN1,0.11828261202024416,0.05741989943708351,1.0
C[C@@H]1CCCCN1,0.11828270165125553,0.05741989943708351,1.0
CC(C)c1n(C)cc[n+]1C,0.12732549499618495,0.058829881241611925,1.0
C1CCNCC1,0.11351524721513756,0.056785956032507974,1.0
C[N+]1(C)CCCCC[C@@H]2CCCC[C@H]21,0.13577426119974192,0.06025942736650932,1.0
C[N+]1(C)CCCCC[C@@H]2CCCC[C@@H]21,0.135660546181884,0.06025942736650932,1.0
C[N+]1(C)CCCCC[C@H]2CCCC[C@H]21,0.13566053118523458,0.06025942736650932,1.0
C[N+]1(C)CCCCC[C@H]2CCCC[C@@H]21,0.1357741791353112,0.06025942736650932,1.0
c1ccc(C[C@@H]2CNCCN2Cc2ccccc2)cc1,0.14631510574694803,0.06152744270861377,1.0
c1ccc(C[C@H]2CNCCN2Cc2ccccc2)cc1,0.14631512695750123,0.06152744270861377,1.0
C1CC[N+]2(C1)CC1CCC(CC1)C2,0.13234327975817034,0.05990508905566472,1.0
C1CC[N+]2(C1)CCCC2,0.12344911980713802,0.05842239108330228,1.0
c1ccc(CN2CCCCC2)cc1,0.13492721350017153,0.05978723506659476,1.0
CC(C)NCCCNC(C)C,0.1297566523072872,0.05936347310741896,2.0
C[N+](C)(C)CCO,0.11987620658046783,0.05762421425377648,1.0
CCC[N+]1(C)CCCCC1,0.12874345523397318,0.058919797017806495,1.0
C[n+]1ccn(Cc2cccc3ccccc23)c1,0.14060355030169686,0.060793931586746154,1.0
CC(=O)OCC[N+](C)(C)C,0.12920051285425335,0.059033478174887806,1.0
CCCCNC(C)C,0.1261788323942911,0.05804322313672879,1.0
CC(C)(N)CN,0.11575485538328542,0.056930090898261586,1.0
CCN(CC)CCCCCN(CC)CC,0.1445877539754715,0.06062480608052234,1.0
CC[N@@+]1(C)CC[C@@H](C)[C@H]2C[C@@H]1C2(C)C,0.13547220828652587,0.06025942736650932,1.0
CC[N@+]1(C)CC[C@H](C)[C@@H]2C[C@@H]1C2(C)C,0.13540889257846989,0.06025942736650932,1.0
CC[N@+]1(C)CC[C@H](C)[C@H]2C[C@@H]1C2(C)C,0.13482846434501095,0.06025942736650932,1.0
CC[N@+]1(C)CC[C@@H](C)[C@H]2C[C@@H]1C2(C)C,0.13540224666271697,0.06025942736650932,1.0
CC[N@@+]1(C)CC[C@H](C)[C@@H]2C[C@H]1C2(C)C,0.13540237603066893,0.06025942736650932,1.0
CC[N@+]1(C)CC[C@@H](C)[C@@H]2C[C@H]1C2(C)C,0.13535085725555362,0.06025942736650932,1.0
CC[N@@+]1(C)CC[C@H](C)[C@H]2C[C@@H]1C2(C)C,0.1353506854036052,0.06025942736650932,1.0
CC[N@@+]1(C)CC[C@@H](C)[C@@H]2C[C@H]1C2(C)C,0.13519005578014262,0.06025942736650932,1.0
CC[N@+]1(C)CC[C@H](C)[C@@H]2C[C@H]1C2(C)C,0.13547232431129116,0.06025942736650932,1.0
CCC[N+](CCC)(CCC)CCC,0.12664727979142157,0.06004224054310834,4.0
C[N+]1(C)CC2C[C@H]3CC1C[C@@H](C2)C3,0.12529499922158163,0.05990508905566472,2.0
C[N+]1(C)CCN(C2CCCCC2)CC1,0.1371706936813411,0.060280292551237714,1.0
C[N+]1(C2CCCCC2)CCCC1,0.13243457335689326,0.05961851673167251,1.0
C[C@@H]1C[C@@H](C)C[N+]2(CCCC2)C1,0.13207704519554106,0.05961851673167251,1.0
C[C@H]1C[C@@H](C)C[N+]2(CCCC2)C1,0.13274285559446014,0.05961851673167251,1.0
C[C@H]1C[C@H](C)C[N+]2(CCCC2)C1,0.13207703045542002,0.05961851673167251,1.0
C(CC1CCNCC1)CC1CCNCC1,0.13640522805321464,0.06054587971290195,2.0
CCc1n(C)cc[n+]1C,0.12470189023918773,0.058388394648693144,1.0
NC1CCCCC1,0.1185218881095493,0.05741989943708351,1.0
CN1CCCCC1,0.11809104332010437,0.05741989943708351,1.0
C[C@H]1CC[N@@+](C)(C2CCCCCCC2)C1,0.13906638556653325,0.060546274933959886,1.0
C[C@@H]1CC[N@+](C)(C2CCCCCCC2)C1,0.13906634607496132,0.060546274933959886,1.0
C[C@@H]1CC[N@@+](C)(C2CCCCCCC2)C1,0.13902878052729165,0.060546274933959886,1.0
C[C@H]1CC[N@+](C)(C2CCCCCCC2)C1,0.13902873559414947,0.060546274933959886,1.0
C1CC[C@H]2NCC[C@H]2C1,0.12323755379948727,0.05838905871666309,1.0
C1CC[C@H]2NCC[C@@H]2C1,0.12381741718881054,0.05838905871666309,1.0
C1CC[C@@H]2CCN[C@H]2C1,0.12381733434284624,0.05838905871666309,1.0
C1CC[C@@H]2NCC[C@@H]2C1,0.12323763084123392,0.05838905871666309,1.0
CCCC[N+]12CCC(CC1)CC2,0.13324116701694527,0.05961851673167251,1.0
CCCC[N+]1(C2CCCCC2)CCCC1,0.14030119605738478,0.060546274933959886,1.0
C[N+]1(C)C[C@H]2CC[C@@H]1[C@@H]1CC[C@H]2C1,0.1310778806085946,0.05990508905566472,1.0
C[N+]1(C)C[C@@H]2CC[C@H]1[C@H]1CC[C@@H]2C1,0.13107785417557608,0.05990508905566472,1.0
C[N+]1(C)C[C@@H]2CC[C@H]1[C@@H]1CC[C@H]2C1,0.13097297458547721,0.05990508905566472,1.0
C[N+]1(C)C[C@H]2CC[C@@H]1[C@H]1CC[C@@H]2C1,0.13097310759092995,0.05990508905566472,1.0
CCCCCCC[N+](C)(C)C,0.13560953268753312,0.059363998345292296,1.0
CCCC[N+](C)(C)C1CCCCCC1,0.13903721578796152,0.060301891882055696,1.0
CC[N@@+]1(C)C[C@@H](C)C[C@@H](C)C1,0.1313389313382386,0.059310717734076666,1.0
CC[N+]1(C)C[C@H](C)C[C@@H](C)C1,0.1307438208165619,0.059310717734076666,1.0
CC[N@+]1(C)C[C@@H](C)C[C@@H](C)C1,0.13105579053818284,0.059310717734076666,1.0
CC[N+]1(C)C[C@@H](C)C[C@H](C)C1,0.1307438661415196,0.059310717734076666,1.0
CC[N+]1(C)C[C@@H](C)C[C@@H](C)C1,0.1310557131805408,0.059310717734076666,1.0
C[C@@H]1CCC[N+]12CCCCCC2,0.13172210954279764,0.05961851673167251,1.0
C[C@H]1CCC[N+]12CCCCCC2,0.13153939878355808,0.05961851673167251,1.0
Cc1cc(C)cc(Cn2cc[n+](C)c2C)c1,0.14028859191411633,0.06064266495310816,1.0
CC1(C)CCC[N@@+](C)(Cc2ccccc2)C1,0.14007088588495986,0.06070102459055798,1.0
CC1(C)CCC[N@+](C)(Cc2ccccc2)C1,0.14007078260395264,0.06070102459055798,1.0
Cc1n(C)cc[n+]1C[C@@H](O)CO,0.13330018228578866,0.059689927207089745,1.0
Cc1n(C)cc[n+]1C[C@H](O)CO,0.1333000571393197,0.059689927207089745,1.0
CN(C)c1ccccn1,0.12363149424583766,0.05828674693346169,1.0
c1ccc(CN2CCCCCC2)cc1,0.13691543375019571,0.060107289736743764,1.0
C[N+](C)(C)CCCCCCCCCCCC[N+](C)(C)C,0.1549919987329126,0.0618307217626678,1.0
C[C@@H]1CCC[C@@H](C)[N+]12CCCC2,0.1310083139469995,0.05961851673167251,1.0
C[C@H]1CCC[C@@H](C)[N+]12CCCC2,0.13108877922344625,0.05961851673167251,1.0
C[C@H]1CCC[C@H](C)[N+]12CCCC2,0.13100815056115916,0.05961851673167251,1.0
CN1CCNCC1,0.11798785202355912,0.05746110879943329,1.0
NCCCCCCC[NH3+],0.12759401866909673,0.058584524703267006,1.0
CCCC[N+]1(C)CCCC1,0.13001598301726777,0.058919797017806495,1.0
CC[C@@H]1CCCC[N+]1(C)C,0.12806304951086808,0.058919797017806495,1.0
CC[C@H]1CCCC[N+]1(C)C,0.12760187943977452,0.058919797017806495,1.0
C[N+]1(C)C[C@H]2[C@@H]3C=C[C@@H](C3)[C@H]2C1,0.12991341365656592,0.05951771102887692,1.0
C[N+]1(C)C[C@H]2[C@H]3C=C[C@H](C3)[C@H]2C1,0.12971552963108574,0.05951771102887692,1.0
C[N+]1(C)C[C@@H]2[C@@H]3C=C[C@@H](C3)[C@H]2C1,0.13029965433707508,0.05951771102887692,1.0
C[N+]1(C)C[C@H]2[C@@H]3C=C[C@@H](C3)[C@@H]2C1,0.13029972496245815,0.05951771102887692,1.0
C1CCN(C2CCNCC2)CC1,0.13281851312766266,0.059618022687736916,1.0
C[N+](C)(C)C,0.09026465244859917,0.056210741536298243,12.0
NCCCCCCCCCCCCN,0.14551718912859538,0.06034351208640688,1.0
CC1CC[N+](C)(C)CC1,0.1249179366917654,0.05848826460517803,1.0
CCCCNCC,0.1216812713796859,0.05750355728533943,1.0
CC[C@H]1CCCC[N@@+]12CCC[C@H]2C,0.1336206344969898,0.059951310798306144,1.0
CC[C@H]1CCCC[N@@+]12CCC[C@@H]2C,0.1340503879256143,0.059951310798306144,1.0
CC[C@H]1CCCC[N@+]12CCC[C@H]2C,0.13381498891269936,0.059951310798306144,1.0
CC[C@@H]1CCCC[N@+]12CCC[C@H]2C,0.13405055302967847,0.059951310798306144,1.0
CC[C@H]1CCCC[N@+]12CCC[C@@H]2C,0.13362642465470256,0.059951310798306144,1.0
CC[C@@H]1CCCC[N@@+]12CCC[C@H]2C,0.13362645901706152,0.059951310798306144,1.0
CC[C@@H]1CCCC[N@@+]12CCC[C@@H]2C,0.13381507187649055,0.059951310798306144,1.0
CC[C@@H]1CCCC[N@+]12CCC[C@@H]2C,0.1336205519488847,0.059951310798306144,1.0
C[C@@H]1CCC[N+]2(Cc3ccccc3C2)C1,0.13704493991198596,0.060383795192406164,1.0
C[C@H]1CCC[N+]2(Cc3ccccc3C2)C1,0.13164767425392812,0.060383795192406164,2.0
CC(C)(C)CC(C)(C)N,0.12625612462299066,0.058520814031238245,1.0
CC[N+]1(CC)C[C@H](C)O[C@H](C)C1,0.133256164776303,0.059715874286873,1.0
CC[N+]1(CC)C[C@@H](C)O[C@H](C)C1,0.13277185248966977,0.059715874286873,1.0
CC[N+]1(CC)C[C@H](C)O[C@@H](C)C1,0.13277184316849436,0.059715874286873,1.0
C[C@@H]([C@H](O)c1ccccc1)[N+](C)(C)C,0.1368406488274349,0.06021558328748073,1.0
C[C@H]1C[C@H](C)C[N+]2(CCCCC2)C1,0.13408371458577897,0.059951310798306144,1.0
C[C@H]1C[C@@H](C)C[N+]2(CCCCC2)C1,0.13467456997674257,0.059951310798306144,1.0
C[C@@H]1C[C@@H](C)C[N+]2(CCCCC2)C1,0.13408371902871788,0.059951310798306144,1.0
Cc1cc(C)cc(Cn2cc[n+](C)c2)c1,0.13935324112865846,0.06036261830942754,1.0
CC[N@@+]1(C)[C@@H](C)CCC[C@H]1C,0.12981379143818558,0.059310717734076666,1.0
CC[N+]1(C)[C@H](C)CCC[C@H]1C,0.1295828462640451,0.059310717734076666,1.0
CC[N@+]1(C)[C@@H](C)CCC[C@H]1C,0.12970297146680196,0.059310717734076666,1.0
CC[N+]1(C)[C@@H](C)CCC[C@@H]1C,0.12958289206671875,0.059310717734076666,1.0
CC[N+]1(C)[C@@H](C)CCC[C@H]1C,0.1297029955384534,0.059310717734076666,1.0
CCC[N+]1(C)CC[N+](CCC)(CCC)CC1,0.14271093196855522,0.060888266945644316,1.0
CC[N+]1(CC)CCC[C@@H](C)[C@H]1C,0.13232492504157656,0.059668017521487926,1.0
CC[N+]1(CC)CCC[C@@H](C)[C@@H]1C,0.13244441022940842,0.059668017521487926,1.0
CC[N+]1(CC)CCC[C@H](C)[C@@H]1C,0.1323250677639108,0.059668017521487926,1.0
CC[N+]1(CC)CCC[C@H](C)[C@H]1C,0.13244426745901255,0.059668017521487926,1.0
C1CCCNCCC1,0.12164613718874562,0.05796984033702058,1.0
CC(C)NCCN(C)C,0.12909520046438672,0.0585524722161698,1.0
CC(C)Cn1cc[n+](CC(C)C)c1,0.13654528704872487,0.05992780559600349,1.0
c1ccc(C[N+]23CCC(CC2)CC3)cc1,0.13716404757782955,0.060383795192406164,1.0
CCCC[n+]1ccccc1,0.12915230459072086,0.058739198562246936,1.0
C[C@@H]1CCCN1,0.11380356077188347,0.056785956032507974,1.0
C[C@H]1CCCN1,0.1133822242323091,0.056785956032507974,1.0
c1cc(N2CCCC2)ccn1,0.1233439644583201,0.05908993128064302,2.0
C[N+](C)(C)[C@@H]1C[C@@H]2C[C@H]1[C@@H]1CCC[C@H]21,0.13463228691928147,0.06021652461203189,1.0
C[N+](C)(C)[C@@H]1C[C@@H]2C[C@H]1[C@H]1CCC[C@H]21,0.1354198168241382,0.06021652461203189,1.0
C[N+](C)(C)[C@@H]1C[C@@H]2C[C@H]1[C@@H]1CCC[C@@H]21,0.13531919681339832,0.06021652461203189,1.0
C[N+](C)(C)[C@@H]1C[C@H]2C[C@@H]1[C@H]1CCC[C@H]12,0.13440455344096303,0.06021652461203189,1.0
C[N+](C)(C)[C@H]1C[C@H]2C[C@@H]1[C@H]1CCC[C@@H]12,0.1353192226068154,0.06021652461203189,1.0
C[N+](C)(C)[C@H]1C[C@H]2C[C@@H]1[C@@H]1CCC[C@@H]21,0.1354196463472481,0.06021652461203189,1.0
C[N+](C)(C)[C@@H]1C[C@H]2C[C@@H]1[C@@H]1CCC[C@@H]21,0.13511842511179525,0.06021652461203189,1.0
C[N+](C)(C)[C@@H]1C[C@@H]2C[C@H]1[C@H]1CCC[C@@H]21,0.13507066856182087,0.06021652461203189,1.0
C[N+](C)(C)[C@H]1C[C@@H]2C[C@H]1[C@H]1CCC[C@H]21,0.13511842314062886,0.06021652461203189,1.0
C[N+](C)(C)[C@@H]1C[C@H]2C[C@@H]1C1CCCC12,0.13497294063561108,0.06021652461203189,1.0
