,syn,E_F,dE_Oa,dE_Om,dE_S,dE_fOa,dE_fOm,dE_fS,lC_Oa,lC_Om,lC_S,lD_Oa,lD_Om,lD_S,lC_fOa,lC_fS,lD_fS
30459,0.0,10.91743908157626,-4.850233483979217,-111.555370131522,-7.968240723680142,1.7951642178498106,41.28877701054565,2.9491983578961176,-6.591511117657662,-40.468357021509135,-6.030401681753812,-4.570764538677239,-18.29505955152343,-5.146202018689544,-5.983514533953646,-6.030401681753811,-4.657318173767505
29117,0.0,14.258224208076747,-6.051770626226953,-133.13895377699296,-16.64236922212412,-0.8669618232899539,-19.073160112378982,-2.384145014047373,-6.649125849211458,-87.73849575369292,-5.3707294700464985,-4.24668956822587,-14.546258506841536,-2.6584183868205304,-6.240349698879714,-5.3707294700464985,-3.196587082060251
42564,0.0,10.9715400866736,-5.921152268643619,-136.18650217880324,-7.565916787711291,2.6652704078835465,61.30121938132157,3.4056232989623094,-6.0443129971239005,-16.01121171380876,-6.033943958092057,-4.067300200319575,-4.3938316726811015,-5.0467747966341925,-6.217227454123703,-6.033943958092057,-4.539291564944241
39841,0.0,14.191663110572785,-4.004096266111568,-188.1925245072437,-11.070148500426098,1.1290584760105034,53.06574837249366,3.121514610146686,-7.256795864413133,-51.5864792917388,-6.643254355093698,-3.89451515693488,-16.55436576018248,-3.059195125287774,-6.600469900101559,-6.643254355093697,-3.3794273405033364
18317,0.0,14.064951788374891,-4.158903139661768,-170.5150287261325,-8.88099107948607,2.427610868552815,99.5320456106654,5.183960708888823,-6.91819240664954,-44.647470382262725,-6.769408338534965,-4.028615648899943,-14.748687240713188,-3.89728271091884,-6.749519400645687,-6.769408338534965,-4.263475568646635
7426,0.0,14.138416726998294,-2.264067487081433,-63.393889638280136,-6.3393889638280125,2.7853670582751,77.99027763170278,7.799027763170278,-6.567385418998656,-37.91495136997565,-7.179762721436041,-5.04143760042675,-33.32792548355772,-5.137232303527615,-5.867252957235686,-7.179762721436041,-5.611851794015247
54649,0.0,14.890776976770372,-4.139250324193719,-140.73451102258645,-12.565581341302364,0.7659467975659328,26.042191117241718,2.32519563546801,-7.168853169256924,-61.79492584324835,-6.949745610541648,-4.261869270008654,-18.901771684886437,-3.059650052735318,-6.84295793166808,-6.949745610541648,-3.733569744314204
33207,0.0,12.087290404042482,-4.722903190939362,-245.59096592884683,-4.3855529630151215,8.29417878264485,431.29729669753226,7.701737441027362,-6.994651473775778,-65.18144548518163,-7.905927374481969,-3.552197723021314,-6.221942692634585,-4.556203652429741,-8.352550157936513,-7.905927374481969,-4.204351093482778
52816,0.0,11.76457536073612,-6.583743646519752,-98.75615469779628,-3.0861298343061336,18.51401712305064,277.7102568457596,8.678445526429988,-6.364314683251516,-40.73670058163344,-8.9961201907983,-4.56273363827607,-13.128099340678038,-6.949119105892565,-12.050955621914374,-8.9961201907983,-6.604789405572855
60145,0.0,11.17685052696142,-6.275182751806845,-131.77883778794376,-8.236177361746485,2.240512887782808,47.050770643438966,2.9406731652149354,-6.341447295569532,-29.175064053374875,-7.051552646781285,-4.2976011262792575,-12.983246999154945,-4.810201791634871,-7.022241205264805,-7.051552646781285,-4.419400261284943
23595,0.0,12.15320742878674,-3.8706113020140456,-131.60078426847755,-5.483366011186565,4.708123353600122,160.07619402240417,6.669841417600174,-7.050148522900683,-49.57617251182949,-7.609486742150245,-4.360852809316382,-22.40549170766756,-5.313166030702829,-7.312348296077437,-7.609486742150245,-5.139645681892434
69707,0.0,10.20379078969319,-5.008417601201719,-220.37037445287564,-2.2955247338841214,17.25439866721979,759.1935413576707,7.90826605580907,-6.2733930848574735,-31.599548045314872,-7.243695915617948,-3.638491298114919,-17.468939927258674,-5.561327178705042,-10.128658129629155,-7.243695915617948,-4.700466160317246
12312,0.0,14.033872295941752,-2.8188344230039446,-104.29687365114596,-7.449776689367567,2.491279418703745,92.17733849203856,6.584095606574183,-7.544206796359717,-69.31677768435229,-7.895134018380809,-4.728286357249073,-31.148418704415228,-4.654845317536484,-7.000266325891575,-7.895134018380809,-4.988891474301481
44149,0.0,12.184992405481374,-4.069023895686765,-183.10607530590443,-1.6954266232028192,25.174957877468533,1132.873104486084,10.489565782278556,-7.004009553503528,-30.7286099591001,-8.04310149573126,-3.819685553709235,-15.92905973634553,-5.502954208315386,-12.934355442949528,-8.04310149573126,-5.197116214866472
41443,0.0,12.888188624007244,-2.8795642819848006,-77.74823561358961,-4.859264725849351,4.75788082853801,128.46278237052627,8.028923898157892,-6.235638563133608,-33.43589829996728,-6.075576961776763,-4.99411411450989,-27.939401277974383,-5.76424392426559,-5.774559441624122,-6.075576961776763,-5.835289285264299
73073,0.0,12.366386530114529,-2.793620644293205,-128.50654963748744,-6.763502612499338,2.314234661623665,106.4547944346886,5.60288391761519,-7.519320270728651,-81.43906937274511,-7.5718522404002,-4.256139436588101,-39.456390620751534,-4.131185422216485,-6.99924022992454,-7.5718522404002,-4.007243490015602
38703,0.0,12.157562380623082,-4.403373532400371,-162.92482069881373,-4.5256894638559375,7.425606081178843,274.7474250036172,7.631872916767144,-6.734322188650322,-14.1755203700935,-6.8138551165766135,-4.04539429189725,-14.967749601747048,-5.312411635966192,-7.004409700993379,-6.8138551165766135,-5.144966208465224
25347,0.0,13.414612768668537,-4.546943051749594,-172.78383596648456,-7.199326498603523,3.9254439600410618,149.16687048156035,6.215286270065015,-6.831270484886759,-19.83596227381456,-7.155680919508657,-4.1103208362230745,-17.954084796607013,-4.916275294280922,-6.965840758088823,-7.155680919508657,-5.125835801662346
29641,0.0,11.79409781707738,-4.538735718469896,-181.54942873879585,-11.346839296174734,0.1789034083610559,7.1561363344422375,0.4472585209026398,-6.954067535909686,-17.218891887730535,-6.485084291692762,-4.027016724903233,-10.727620922363313,-3.427019494809203,-6.498087245032426,-6.485084291692759,-3.063544678000717
8086,0.0,11.933595372150858,-6.268583935275815,-144.17743051134374,-12.014785875945316,-0.0423602628492809,-0.9742860455334608,-0.081190503794455,-5.403310516266053,-7.588343483978138,-4.716024108126924,-4.27115325488321,-7.880436036343286,-3.4710739854273385,-5.172204196387727,-4.716024108126926,-3.32751466384188
57585,0.0,13.920166149528514,-3.191689636972764,-181.92630930744755,-2.842598582928868,12.43797060109434,708.9643242623773,11.077567566599646,-7.178217012847273,-42.7691393101664,-8.124407140339166,-3.710179717366563,-26.73385207300484,-4.520051269819492,-9.40377954266519,-8.124407140339166,-4.63354769067516
43993,0.0,10.980915946736786,-5.252694168065987,-231.11854339490344,-4.814969654060488,6.72648686473778,295.9654220484623,6.165946292676298,-6.744824372721408,-64.4359378213159,-6.927436471763458,-3.675592737676568,-4.924379058361705,-4.735761968823407,-7.220375944158154,-6.927436471763458,-4.187340406022413
6198,0.0,19.789439176903944,-4.370294011244892,-161.700878416061,-10.106304901003812,4.1873013084973545,154.9301484144021,9.683134275900132,-6.924944975307647,-34.44501872087613,-7.234554353086018,-4.148877803242771,-13.165864035876956,-3.744907722897613,-7.086854723157131,-7.234554353086018,-5.806979073647758
71966,0.0,14.288400907223458,-5.581558122726348,-189.77297617269585,-9.488648808634789,2.823383587405098,95.99504197177332,4.799752098588667,-6.672009446874795,-32.799546501498604,-6.865830279044823,-3.9878251640735,-10.993873364002042,-3.8540667365727295,-6.879282100847828,-6.865830279044822,-4.370568193601844
35301,0.0,12.815528268615251,-0.4896965522850665,-18.11877243454746,-0.67106564572398,8.862175427515252,327.9004908180643,12.144462622891272,-7.327055091751114,-62.89528018388566,-9.459913409336298,-5.203649617232289,-61.76104156593816,-6.670855656553778,-8.273216132667804,-9.459913409336298,-6.7013233829981145
20041,0.0,12.693945397868468,-3.5147118103143598,-133.55904879194566,-7.419947155108093,2.498209693939126,94.9319683696868,5.273998242760377,-7.100718391348484,-44.8176216210426,-7.508910754460087,-4.518263719219152,-22.677035274628903,-4.774515459341045,-6.890615033814359,-7.508910754460087,-4.6692542661135406
22586,0.0,11.81922073684716,-5.067166661744429,-192.5523331462883,-6.876869040938868,3.6417328285640056,138.3858474854322,4.942351695908293,-6.907568385797463,-46.08691971656291,-6.679333142951645,-4.03080668103484,-6.168842434115461,-4.805682611651144,-6.555038912798845,-6.679333142951645,-4.521271047045681
70435,0.0,13.804467411201635,-3.367005614119326,-178.45129754832428,-2.788301524192567,13.30253993902982,705.0346167685803,11.016165887009068,-7.27063292334723,-35.96971651781331,-7.853299596931773,-4.014479756590335,-28.11007137617126,-5.264036720118622,-9.005850769216813,-7.853299596931773,-5.350924893845052
11479,0.0,11.537760011934717,-4.772407848505983,-190.8963139402393,-7.954013080843303,2.150248158654848,86.00992634619391,3.583746931091413,-7.0427397502238485,-66.35768203331064,-6.913430563922207,-3.827638032367036,-5.021117226381499,-4.153369038312463,-6.797158983041019,-6.913430563922207,-3.785481714785437
54890,0.0,12.828153621226184,-5.942046843632647,-202.02959268351,-12.626849542719375,0.0947313310620275,3.2208652561089366,0.2013040785068085,-6.585572486120049,-12.67682891498932,-6.224684938035548,-3.7575431629834224,-2.7711557511836395,-3.33130768071605,-6.411699393909736,-6.224684938035548,-3.398470643845284
38929,0.0,12.157562380623082,-1.442351174632342,-44.7128864136026,-2.4840492452001444,5.6168785947617055,174.12323643761286,9.673513135422937,-7.624644978519021,-49.71958806430633,-7.427737281502897,-5.116528348007589,-41.67307542051212,-5.931972847380103,-6.460559939915262,-7.427737281502897,-5.8006444271608055
43297,0.0,10.980915946736786,-4.860251206066788,-281.8945699518737,-2.9364017703320173,13.31505794715272,772.2733609348578,8.04451417640477,-6.8628244654511485,-49.16855778818262,-7.492285904531537,-3.3084603789881144,-2.938439006006156,-4.498423385803758,-9.201433254298008,-7.492285904531537,-3.788379558566512
46394,0.0,9.531251144052613,-6.275342037289833,-200.81094519327465,-6.693698173109153,2.660205910259491,85.1265891283037,2.837552970943457,-5.19387859980471,-14.785484687323196,-5.2571085272484135,-4.07951869179276,-3.845780797687419,-5.17231547612082,-5.326169979508322,-5.257108527248413,-4.020089104840288
37001,0.0,11.990690866029826,-4.287322884105623,-115.75771787085182,-6.430984326158434,3.706471026580928,100.07471771768505,5.559706539871391,-6.967506272095454,-50.56066206877404,-6.454741449834859,-4.54169120738159,-18.1786417587514,-5.1647460639703535,-6.175054330493765,-6.454741449834859,-5.010310347174177
69670,0.0,10.20379078969319,-7.354615764058157,-110.31923646087236,-9.76784906163974,0.328238477593186,4.923577163897789,0.4359417280534501,-5.567936171146859,-64.6898203791996,-4.9969109074473606,-4.324361005827529,-7.727139632270482,-5.0509266313142005,-5.039285493769629,-4.996910907447361,-4.192760799239665
14521,0.0,13.31493400996285,-1.3297491655875666,-42.55197329880213,-1.3297491655875666,11.985184844375285,383.52591502000905,11.985184844375285,-7.185085914865008,-53.62637577923603,-8.711876726239696,-5.324278401050921,-47.44082125757821,-6.712550968767161,-9.002971706243935,-8.711876726239696,-6.770912893022878
37068,0.0,11.990690866029826,-3.908536584824045,-168.06707314743392,-4.668529809650943,6.130181349526508,263.5977980296398,7.322161056378884,-7.081400067546097,-34.832239416408484,-6.984677813887322,-3.9884411907088833,-10.914752375027703,-5.024251080177838,-6.903817668229943,-6.9846778138873225,-4.766557570053379
37110,0.0,11.990690866029826,-3.366951813907201,-168.34759069536003,-4.67632196376,5.266345609634275,263.31728048171374,7.314368902269826,-7.24424424970099,-34.74789315498243,-6.982334862181043,-3.932989472833006,-39.378040051840514,-4.909722746010971,-6.644078783141322,-6.982334862181043,-4.59925201535627
28416,0.0,14.258224208076747,-6.297203566818667,-163.72729273728535,-12.791194745100418,0.7222298894652699,18.777977126097017,1.4670294629763294,-6.5753288581755625,-78.54116726708699,-6.528703976946013,-4.274813792913862,-10.447682333392365,-3.454150109678728,-6.718189251703277,-6.528703976946013,-3.883042350279409
30796,0.0,10.91743908157626,-4.484854734064748,-107.63651361755394,-7.6883224012538545,1.8836513968547373,45.207633524513696,3.2291166803224067,-6.701373519449115,-41.646682222417496,-6.11456776753298,-4.58540028268517,-18.073856015157656,-5.061000530069941,-6.0101209362567545,-6.11456776753298,-4.560071035745835
50252,0.0,11.910859311006686,-4.816444312564752,-91.51244193873028,-5.719527621170642,5.213753001967194,99.0613070373767,6.191331689836043,-3.650253003670693,-8.761939094610016,-3.509739836438622,-4.880017382135849,-18.497543521539253,-5.693600624274399,-3.516465152351184,-3.509739836438622,-5.427351138505003
17239,0.0,12.857359843594375,-4.45758698971084,-147.10037066045774,-8.172242814469875,2.5555183795224554,84.33210652424103,4.685117029124502,-6.664620244916135,-19.038243891364644,-6.88490158098023,-4.16981716435364,-12.797897497272544,-4.21850933687984,-6.673797079447192,-6.884901580980231,-4.32696379861306
27268,0.0,11.165002582448434,-2.662987907740456,-114.5084800328396,-7.156780002052474,1.491431657821752,64.13156128633534,4.008222580395959,-7.474415034612537,-38.28300697200644,-7.743924872336007,-4.519185293707254,-38.98957225445929,-4.519078739181006,-7.030592019574979,-7.743924872336007,-3.960559039711802
66805,0.0,11.877909327726073,-3.3188890218704508,-126.11778283107712,-7.006543490615394,2.3074890807366364,87.68458506799219,4.871365837110677,-7.019025576504861,-43.577216383637776,-7.310842875975304,-4.55954927765259,-25.7759423467154,-4.548647038168272,-6.61373703725549,-7.310842875975304,-4.273890694741318
16273,0.0,11.856022321088949,-5.532851746249619,-127.25559016374125,-11.362106264619756,0.2405156448893471,5.531859832454984,0.493916056469195,-6.760679096932535,-63.29724875936584,-6.435366385480304,-4.415946330409188,-13.029666881399056,-4.105484679782119,-6.499052999993877,-6.435366385480304,-3.899019571306096
47976,0.0,12.35267316385989,-4.189364232067944,-180.14266197892158,-5.003962832747822,6.152408649303127,264.55357192003447,7.348710331112069,-7.041613157944821,-54.20819793574523,-7.4402113112543695,-3.925402407537882,-16.287085036746273,-4.824010906153464,-7.2641063175946305,-7.44021131125437,-4.609763438528165
34092,0.0,13.533427228906206,-4.497937709410971,-206.9051346329047,-4.310523638185515,9.623899399012895,442.6993723545932,9.22290359072069,-6.847428183664302,-27.716861844461143,-7.630513476211229,-3.786703116449961,-16.50322474224261,-4.87767592701731,-8.289216147765758,-7.630513476211229,-5.0314176063519405
14757,0.0,13.53597092690117,-2.8324972598143496,-121.79738217201704,-6.766521231778724,2.8337231281907918,121.85009451220402,6.769449695122446,-7.33839246017002,-52.76722238216338,-8.463269680250361,-4.399876092377529,-30.39136413168996,-4.603092990651689,-7.261215427053141,-8.463269680250361,-4.804861294421099
64075,0.0,10.916644781289277,-3.687679707272295,-110.63039121816884,-1.7285998627838883,19.601162492811497,588.0348747843449,9.188044918505389,-6.78688556360262,-29.636062429992776,-8.245673873421284,-4.724435604595382,-28.986965670551943,-6.309070062224994,-11.642915978341874,-8.245673873421284,-5.817867997227681
13535,0.0,13.047070692121572,-4.8044790870822505,-115.307498089974,-7.206718630623373,3.893568040998798,93.44563298397117,5.840352061498197,-5.7780041841730645,-19.261042763330597,-5.464020191200054,-4.617000503031818,-21.663067353687545,-5.108973326173634,-5.5128663736560695,-5.464020191200053,-5.313304000994597
42127,0.0,9.922021073428626,-4.28338220774828,-162.76852389443462,-6.782021828934777,1.9831574175750637,75.35998186785241,3.1399992444938505,-6.820695015083196,-55.06354604945118,-6.502472297164327,-4.063544312375995,-24.244924053295215,-4.905820853150428,-6.369240863608877,-6.502472297164327,-4.059019649598277
38161,0.0,12.157562380623082,-4.3677741537970265,-161.60764369049,-4.489101213624722,7.461205459782187,276.0646020119409,7.668461166998359,-6.745026240915436,-14.571570303902735,-6.824856503626871,-4.193471234223875,-13.948405934014874,-5.573931985836688,-7.015113753258493,-6.824856503626871,-5.325165339045983
42755,0.0,10.9715400866736,-0.9007182023732856,-38.73088270205128,-1.0758578528347578,8.284757219027869,356.2445604181983,9.895682233838842,-7.553861499014622,-45.31425253459055,-7.98538054963036,-5.0703017657344525,-58.51515421989627,-6.384586813907286,-7.906899658794144,-7.98538054963036,-5.874402188711603
479,0.0,13.544874256830775,-5.149486807961124,-169.9330646627171,-14.16108872189309,-0.2240779872953875,-7.394573580747789,-0.6162144650623157,-6.617637491645522,-41.05200160360611,-6.166932175392292,-3.940439256433341,-6.168984730231455,-2.2469632984271097,-6.313941187776778,-6.166932175392291,-2.54637433528154
39267,0.0,14.191663110572785,-4.307928870646688,-215.3964435323344,-6.335189515656893,5.342402044542806,267.1201022271403,7.856473594915891,-7.165439211393233,-43.40678114854822,-8.066965960031144,-3.62165014998283,-20.336407763889397,-4.164211410918898,-7.8673417258984575,-8.066965960031144,-4.5644699943427645
7938,0.0,11.933595372150858,-0.9694918670761834,-29.084756012285503,-2.4237296676904587,3.803946281784159,114.11838845352476,9.509865704460395,-6.996646149667643,-42.194509420087975,-7.599871269469412,-5.580482987905199,-50.98017058888977,-6.356080838290021,-6.328715009122549,-7.5998712694694115,-6.111895434803266
37456,0.0,11.990690866029826,-3.750114309909436,-150.00457239637743,-4.166793677677152,7.041507469517407,281.6602987806963,7.823897188352674,-7.129034615596467,-40.26328792521071,-7.135540272465161,-4.0711600902194185,-16.63701766508555,-5.326175391163907,-7.177836002303622,-7.135540272465161,-5.104331456946033
24330,0.0,14.004951319295884,-3.518127421690399,-123.13445975916396,-5.130602489965164,6.085267768683921,212.98437190393724,8.87434882933072,-6.821872270074474,-56.1554424739052,-7.072869816944033,-4.525848987719641,-28.73062595334376,-5.692652348198479,-7.1418331696978266,-7.072869816944032,-6.0451908508122605
34230,0.0,13.533427228906206,-2.0663582256359856,-76.45525434853147,-6.371271195710956,2.3228614161714325,85.945872398343,7.16215603319525,-7.578557627554721,-66.9406458351931,-7.010886099937668,-4.729577607605534,-44.22037720974822,-4.956912870956267,-6.0939336674536015,-7.010886099937668,-5.203239084079464
13082,0.0,14.033872295941752,-3.051139464660224,-97.63646286912716,-6.9740330620805135,3.088679664814293,98.83774927405736,7.059839233861241,-7.474357113446858,-71.31943581814241,-8.038181027937245,-4.8066892617785895,-30.87796880086362,-5.015422754806456,-7.179893153899153,-8.038181027937247,-5.289955671097047
54164,0.0,14.890776976770372,-4.773278428140594,-143.19835284421782,-15.342680661880484,-0.1405922575898115,-4.217767727694347,-0.4519036851101085,-6.978213044949775,-61.05409573142051,-6.114724960206767,-4.216189579563346,-13.033034990405982,-2.3804032363490677,-6.570378976431961,-6.114724960206768,-3.076764474712196
30894,0.0,10.91743908157626,-3.791901272261218,-140.30034707366508,-5.010726681202324,4.469944519201897,165.3879472104702,5.906712400373936,-6.909731371845455,-31.82529223724614,-6.919669588315491,-4.283401491751406,-18.54640701378033,-5.24418228868137,-6.7877698121815015,-6.919669588315491,-4.700620271921352
20711,0.0,11.20504417949199,-1.5301315074871171,-47.43407673210063,-3.952839727675052,2.807304949090427,87.02645342180324,7.252204451816937,-7.0231207062639625,-47.86276184274512,-7.322347827319239,-5.210687744948163,-45.345121046229366,-5.967394536649396,-6.115383712404191,-7.322347827319238,-5.466676426768139
9204,0.0,12.204189053571708,-5.593876880817684,-111.87753761635368,-13.98469220204421,-0.7122012593890006,-14.24402518778001,-1.7805031484725014,-6.687066051629891,-86.64652628602296,-6.0798363868251695,-4.403995742387628,-12.36664911363643,-3.43694042727954,-6.472840462232203,-6.07983638682517,-3.356698246015115
15213,0.0,13.53597092690117,-5.100982339877014,-173.43339955581845,-14.452783296318204,-0.3235808362648354,-11.001748433004405,-0.9168123694170336,-6.656302384099363,-37.24125955576034,-6.152157686445266,-3.97269484717362,-9.06984130849532,-2.49220451986812,-6.311874512175168,-6.152157686445266,-2.758759944545703
70374,0.0,13.804467411201635,-4.4536679163094135,-191.5077204013048,-5.984616262540777,5.819424110631338,250.23523675714756,7.81985114866086,-6.943894352801517,-32.04389988570475,-6.892228888472246,-3.902235488109268,-11.273707499025337,-4.490611438096192,-6.75582096320334,-6.892228888472247,-4.844386139507974
14276,0.0,13.31493400996285,-2.022460710681921,-82.92088913795874,-5.182555571122421,3.173611098084069,130.11805502144685,8.132378438840428,-6.97680080219617,-41.48821489044603,-7.553411529649472,-4.722831776118089,-48.896556255632746,-5.344490394758523,-6.353500012674785,-7.553411529649472,-5.047577095866706
2414,0.0,13.16379127024707,-1.77126957577358,-21.25523490928296,-3.9853565454905535,4.079304322114007,48.951651865368085,9.178434724756515,-6.872089004623673,-55.61344357215954,-6.920161835408647,-6.173795068817103,-32.41920557370463,-7.447620264437972,-6.058163452547728,-6.920161835408647,-7.376948490155771
32663,0.0,12.087290404042482,-5.579179348853798,-245.4838913495671,-4.383640916956557,9.804644801745726,431.404371276812,7.703649487085928,-6.737185610401788,-65.213640763241,-7.906502290161599,-3.4668741571004964,-9.9177857226241,-4.933470580187364,-8.806718400401744,-7.9065022901616,-4.638941871640052
9163,0.0,12.204189053571708,-5.314104481615309,-286.96164200722666,-4.4837756563629165,9.150119581877089,494.1064574213627,7.720413397208792,-6.771188261086586,-34.00208478965904,-8.936580275661195,-3.262959099903393,-13.41673253769754,-3.881819493362524,-9.438251710458964,-8.936580275661195,-3.644195487032767
194,0.0,13.544874256830775,-5.711363351221602,-194.1863539415345,-16.18219616179454,-0.930819495869564,-31.64786285956518,-2.637321904963765,-6.448691961651439,-33.75950139077895,-5.559223824323363,-3.7434238443194423,-5.217499467467424,-2.2000353304743685,-6.101437533429475,-5.559223824323362,-2.4621584048110163
43465,0.0,10.980915946736786,-5.64116305167133,-135.3879132401119,-5.64116305167133,5.339752895065456,128.15406948157096,5.339752895065456,-6.6280192093556725,-93.22030734547866,-6.679015919043804,-4.249344081440079,-12.326819773413286,-5.72636474855498,-6.803411562431901,-6.679015919043805,-5.255134094168306
58353,0.0,13.920166149528514,-4.475458435641944,-161.11650368310998,-7.552336110145778,3.773528912226805,135.84704084016496,6.367830039382733,-6.792212288708991,-49.0262498488559,-6.708279145296999,-4.333519116648369,-27.31690198903945,-4.655483209827131,-6.798547644685869,-6.708279145296999,-5.043090818041698
14421,0.0,13.31493400996285,-1.155839416866365,-47.38941609152097,-1.4809192528600303,9.236304200665614,378.6884722272902,11.83401475710282,-7.237377250072465,-52.17184925337415,-8.666422772306513,-4.9519098160699135,-50.114549289651016,-6.136243624350874,-8.17643587232728,-8.666422772306513,-6.300037717427152
11890,0.0,11.537760011934717,-4.670164916006971,-200.8170913882998,-8.367378807845826,1.7695150906542658,76.08914889813343,3.170381204088893,-7.073482244507307,-63.37469400147369,-6.789139395928999,-3.948577739767845,-11.318213591564913,-4.158194665296437,-6.682679831470863,-6.789139395929,-3.748729671115431
39170,0.0,14.191663110572785,-4.738050674176247,-175.30787494452113,-10.312227937913008,1.782443187438276,65.95039793521622,3.8794351726597776,-7.036109811668452,-55.46064698083747,-6.871146572099502,-3.9045262227018425,-12.882497369540635,-3.573311561320114,-6.796930186059826,-6.8711465720995015,-4.044506029880528
70131,0.0,10.20379078969319,-5.31310298088324,-185.9586043309134,-1.937068795113681,22.67443747084665,793.6053114796329,8.266721994579509,-6.1817800186614,-41.94650915451768,-7.351476760505478,-3.928289647835023,-5.533360162874351,-6.192119171037168,-11.758360133122006,-7.351476760505477,-5.442173313201181
32426,0.0,12.53606914226924,-5.314008830973992,-223.18837090090767,-7.971013246460989,3.0433705972055005,127.82156508263104,4.565055895808251,-6.913625273690072,-54.934201621915086,-7.534829792811931,-3.656177683438961,-3.568103836072446,-3.740062516514161,-7.234193334761618,-7.534829792811931,-3.6087041782328577
64147,0.0,10.916644781289277,-0.6439668902435536,-25.758675609742145,-1.609917225608884,3.722691022272157,148.90764089088628,9.306727555680393,-7.702071793016577,-55.15536403985823,-8.2813594724717,-5.065009977935719,-55.300511123328384,-6.135174929840763,-6.868563302005669,-8.2813594724717,-5.588095409152008
29206,0.0,14.258224208076747,-5.773764326834273,-115.47528653668547,-14.434410817085686,-0.0704746436035748,-1.409492872071496,-0.176186609008937,-6.732717026234159,-93.04962265398323,-6.034620332582791,-4.413226617970048,-11.78168083237527,-3.3888130489088075,-6.47983816003661,-6.034620332582791,-3.927344721238775
18623,0.0,11.64011289132118,-4.00969097687602,-152.36825712128876,-2.5394709520214795,14.36943464099953,546.0385163579822,9.100641939299702,-6.781365655477091,-12.673604509199016,-7.406531361894921,-4.184695604252095,-23.420990539509575,-5.875708759960021,-9.299365084324169,-7.406531361894921,-5.539230654140886
65846,0.0,11.599314407176578,-2.239742429749539,-91.8294396197311,-5.739339976233194,2.286819290124248,93.75959089509416,5.859974430943384,-7.493466783010533,-41.03769828194635,-7.726148148160433,-4.657499318968536,-46.217925512501054,-5.1770759733127925,-6.924140870116314,-7.7261481481604335,-4.3643086731504575
40945,0.0,10.365870391225714,-5.4206016718098455,-119.2532367798166,-7.453327298738537,2.118213158172492,46.60068947979482,2.9125430924871765,-6.556744547748916,-63.8500735386285,-6.407353278459059,-4.456111605303879,-10.347705694973248,-5.352016042605573,-6.428465270727098,-6.407353278459059,-4.687533802374119
43314,0.0,10.980915946736786,-5.574278089971467,-278.71390449857336,-5.806539677053611,4.967401218895848,248.3700609447924,5.174376269683175,-6.6481302380835245,-50.124923055939625,-6.629290330818119,-3.170092063730185,-0.0640331632779796,-4.277071532625358,-6.691452535081123,-6.629290330818118,-3.633343747587375
28100,0.0,9.462675959768148,-4.152054999668358,-120.40959499038236,-5.375428347784927,3.1570464313249715,91.55434650842416,4.087247611983222,-7.089657045377483,-50.049655179091374,-7.018791338115332,-4.65720178488,-20.2439032716176,-5.702566159772381,-6.836585799368133,-7.018791338115332,-4.628829002220716
74732,0.0,12.575986142598184,-2.1543711586848278,-49.55053664975103,-4.645362810914159,3.677970240780997,84.59331553796294,7.930623331684025,-5.991896840860123,-44.302730247839136,-6.789939281063322,-5.316219022116438,-31.21984884898112,-6.002766468431598,-5.654712397357893,-6.789939281063322,-6.018485542858634
71543,0.0,14.288400907223458,-3.633293276097544,-181.6646638048772,-4.541616595121932,7.797427449681224,389.8713724840612,9.746784312101529,-7.257815423348803,-35.237560949280336,-8.353308247710045,-3.912184607595146,-25.611475616524444,-4.317510795764019,-8.37488195566591,-8.353308247710045,-4.649497166202864
39258,0.0,14.191663110572785,-4.056343255158346,-202.8171627579173,-5.96521066935051,5.593987660031148,279.6993830015574,8.226452441222277,-7.24108619409324,-47.18913028354861,-8.178211522825272,-3.6430343373524807,-12.468148967844185,-4.200505743104316,-7.942988708598465,-8.178211522825274,-4.416009392048227
48994,0.0,12.087409594733916,-2.928526507011654,-99.56990123839624,-2.2629523008726413,12.714003556761648,432.276120929896,9.824457293861274,-6.652380506287296,-28.68258132091728,-6.867810464518101,-4.667074980687916,-31.326592806554967,-6.235628667395457,-7.982325962328587,-6.867810464518101,-6.055434845854463
74743,0.0,12.575986142598184,-3.7854396198868816,-94.63599049717205,-2.9573747030366264,12.311822642638797,307.79556606596987,9.618611439561558,-5.501465750721754,-30.74639658942337,-7.29748502030034,-4.814109920216965,-21.423707989530094,-6.303617343698352,-8.250746681790272,-7.297485020300341,-6.359649308496055
60356,0.0,10.264780382387697,-4.261034710044736,-221.5738049223263,-5.988481214116927,3.042751331269586,158.22306922601848,4.27629916827077,-7.21131201269165,-68.89483986743964,-6.903860496445321,-3.644044228296362,-23.649666481909307,-4.135903071732496,-6.6598268620987024,-6.903860496445321,-3.283197474233087
53381,0.0,11.76457536073612,-5.679531334617064,-176.065471373129,-11.004091960820563,0.3925075612467402,12.167734398648946,0.7604833999155591,-6.6361940312932015,-17.49126769097871,-6.615340419899556,-4.101141155376495,-6.039706585611029,-3.704128957527384,-6.602164292334851,-6.615340419899557,-3.414493468050912
29105,0.0,14.258224208076747,-5.051626601239233,-186.91018424585164,-11.681886515365727,1.114091975226387,41.22140308337632,2.57633769271102,-6.949850028568477,-71.57051519113023,-6.8622517447738005,-4.095111948422648,-15.129004030416532,-3.552288241843688,-6.836014686058182,-6.8622517447738005,-4.008003293006801
