,syn,E_F,dE_Oa,dE_Om,dE_S,dE_fOa,dE_fOm,dE_fS,lC_Oa,lC_Om,lC_S,lD_Oa,lD_Om,lD_S,lC_fOa,lC_fS,lD_fS
24738,0.0,10.927389424591237,-6.529609209260633,-97.9441381389095,-10.882682015434389,0.0268244454941092,0.402366682411639,0.0447074091568487,-4.873311745087944,-41.42927021717127,-4.842147862969763,-4.572424697613013,-11.448095009052745,-4.715717684628573,-4.830500548596223,-4.842147862969763,-4.075124122374124
26356,0.0,7.985897115795637,-2.8553210777710945,-77.09366909981955,-2.409177159369361,6.609445874282994,178.45503860564082,5.576719956426276,-5.940948120643606,-27.195805419135432,-6.190634235772705,-5.222889971954801,-35.51769326019898,-6.379169646524805,-6.613668072832223,-6.190634235772705,-4.985225752474324
20949,0.0,14.228484056742175,-3.4855403153240445,-149.8782335589339,-3.1224631991444567,12.397418631736986,533.0890011646904,11.106020857597718,-7.158589270462713,-44.94393726530829,-8.515932436329319,-4.115628078635379,-16.383788555867042,-5.489123739574628,-9.088614973963756,-8.515932436329319,-5.904291841412466
46329,0.0,11.948867556115635,-6.032590078210214,-217.1732428155677,-7.756187243413131,3.260973576546392,117.3950487556701,4.192680312702504,-6.703610371416536,-78.70454201679452,-7.269280164063374,-3.692549947087299,-8.962966574650222,-4.141678547559543,-7.299807539607066,-7.269280164063374,-3.948336600281723
47027,0.0,10.42687034767095,-3.844098562359848,-192.2049281179924,-4.5763078123331535,4.91447252968375,245.72362648418752,5.850562535337798,-7.107005226220712,-37.313397835402334,-7.208369719439791,-3.690776074426069,-19.86669286191579,-4.237497634345043,-7.186312956610178,-7.208369719439791,-3.385562879914916
33733,0.0,13.533427228906206,-3.427847575859828,-164.53668364127174,-3.427847575859829,10.105579653046378,485.0678233462261,10.105579653046378,-7.169183820062932,-40.45624471008727,-7.895917285911773,-4.074001424871281,-32.98649986052375,-5.34478249884666,-8.434048187439723,-7.895917285911774,-5.505928943352085
38255,0.0,12.157562380623082,-4.2427747557091,-182.4393144954913,-5.067758735985867,5.935649562952085,255.23293120693964,7.089803644637212,-6.782611169156722,-8.307885323585516,-6.650865254173615,-3.8086542964558334,-12.139258806779289,-4.870588038892104,-6.556408273172136,-6.650865254173614,-4.617605313904198
67891,0.0,12.218515148043254,-3.888593120521748,-167.20950418243518,-10.4505940114022,0.6578311206106252,28.286738186256883,1.7679211366410552,-7.184818797654884,-28.335566577696007,-6.7380215118487135,-4.154676361808522,-16.992969431041704,-3.543670131492837,-6.576456768621698,-6.7380215118487135,-3.2973921792456284
894,0.0,11.893430652474231,-3.40964250303133,-177.30141015762916,-4.9250391710452535,4.824271025604677,250.8620933314432,6.968391481428977,-5.77064742792217,-13.616377511663783,-5.34728600714977,-3.924757057882996,-34.876742945044654,-4.237531990067852,-4.820872170578308,-5.347286007149769,-3.8756699668173065
59540,0.0,11.17685052696142,-6.822274255008223,-191.02367914023023,-11.938979946264393,-0.4355025253159823,-12.194070708847503,-0.7621294193029691,-6.176947344339555,-11.361273387553616,-5.938190730167455,-3.866179265395901,-4.385593140160812,-4.221727126726435,-6.217614552557712,-5.938190730167456,-3.74590929361966
57440,0.0,13.761567110032695,-5.272940002049247,-116.00468004508345,-12.083820838029526,0.7321074641468375,16.106364211230424,1.6777462720031693,-6.651281408721021,-37.981331461506144,-5.861842148479395,-4.422598727707853,-9.625754512990554,-3.7462238504017713,-6.1955470355763405,-5.861842148479395,-4.099024380445547
61469,0.0,12.031075446594778,-1.586985572811465,-58.7184661940242,-3.6699041371265126,3.615641647337628,133.77874095149224,8.361171309468265,-7.222723693405047,-37.28940056498156,-7.3162619287760995,-4.985765416559898,-44.13070572861069,-5.680210328693471,-6.553249078560432,-7.3162619287760995,-5.409490093772609
37429,0.0,11.990690866029826,-4.33676501085506,-104.08236026052144,-2.891176673903373,13.64927128818968,327.5825109165523,9.099514192126453,-6.952639970222008,-54.0712187969507,-7.519093907791273,-4.629928030060343,-19.1425219521618,-6.503410499105368,-9.164664201151904,-7.519093907791272,-6.325187289135876
13496,0.0,13.047070692121572,-0.3478463199679865,-10.435389599039596,-0.6522118499399747,6.610591382496852,198.3177414749056,12.394858842181598,-7.118028418785169,-50.79407998140902,-7.434835017329955,-5.561669024170352,-52.50707008120701,-6.720625245303583,-6.329823326106894,-7.434835017329955,-6.879697305632041
48842,0.0,17.381213947691176,-1.5889630062622038,-20.65651908140865,-2.065651908140865,11.781201568884857,153.15562039550312,15.315562039550311,-3.966467317152908,-18.655812605158776,-5.717065669472463,-5.781080817716143,-24.19930094457039,-6.567805015141424,-5.979705561070955,-5.717065669472463,-7.921653788900199
13631,0.0,13.047070692121572,-0.4115993086816468,-14.817575112539286,-0.9260984445337056,5.387098776705718,193.93555596140587,12.120972247587869,-7.09885911443152,-49.4764406120656,-7.352482556745991,-5.3986532655137465,-55.23948965362246,-6.588816975369548,-5.961942500312391,-7.352482556745991,-6.609697558286484
49068,0.0,12.087409594733916,-2.9910337524307367,-110.66824883993726,-3.7727812104524063,6.591777457808764,243.89576593892423,8.314628384281509,-6.633585773115988,-25.345520466373507,-6.413833788700383,-4.573439168117863,-35.374740806109926,-5.785260171596038,-6.141489669307353,-6.413833788700383,-5.52585027259619
10426,0.0,13.631179979897874,-5.804183152435078,-162.51712826818218,-10.157320516761386,1.985062550363708,55.58175141018381,3.4738594631364883,-6.653144967694725,-67.46103118904148,-7.2288370033097715,-4.219250477531018,-12.05649433115498,-4.387626616170049,-7.117050542408469,-7.2288370033097715,-4.701099314403337
68955,0.0,10.787547735207395,-0.794708576683267,-31.78834306733068,-0.6622571472360558,12.150348705565609,486.01394822262426,10.12529058797134,-7.475188268752159,-89.19241080198462,-7.678942901355854,-5.162311352774375,-55.789165625530096,-6.407243174002187,-8.436976316667549,-7.678942901355854,-5.752244876103623
25480,0.0,13.414612768668537,-2.20698132176297,-110.3490660881485,-4.5978777536728535,4.232032807197928,211.6016403598964,8.816735014995684,-7.534852222512696,-38.608903436201125,-7.937886801274764,-4.241182413125867,-44.29350409171818,-4.21709856567766,-7.0580261605486285,-7.9378868012747645,-4.250262390961601
14162,0.0,13.31493400996285,-2.053269566975252,-73.91770441110907,-2.3099282628471585,9.782227330769503,352.1601839077021,11.00500574711569,-6.967537168365178,-44.19530034107876,-8.417155618797281,-4.832533375292694,-40.50473574620617,-6.037272187976145,-8.340584516113381,-8.417155618797281,-6.2136814132950935
36042,0.0,14.561583408264935,-4.482536435007723,-192.7490667053321,-8.031211112722174,3.644858955651775,156.72893509302634,6.530372295542764,-6.9083868184574495,-32.77956099562657,-6.901843259377004,-3.772162940374072,-4.711929543348213,-4.027698157861009,-6.7204774770783455,-6.901843259377006,-4.509363728774575
14845,0.0,13.53597092690117,-4.646833708017571,-162.63917978061497,-4.517754993905972,9.275879245366491,324.6557735878272,9.0182159329952,-6.792856191560965,-40.48687498973469,-9.139430677621071,-4.220883648668272,-15.685529177409446,-5.2674581383503085,-9.198248557507778,-9.139430677621071,-5.547925315549956
52839,0.0,11.76457536073612,-3.350271279470673,-144.06166501723894,-9.003854063577434,1.0272451338264883,44.171540754539,2.760721297158687,-7.336557979977076,-27.114200150925324,-7.21677369864622,-4.382213426920382,-20.8864316508608,-4.06897648095578,-6.793017740290464,-7.21677369864622,-3.5645238808695345
38841,0.0,12.157562380623082,-2.09210078811636,-56.48672127914172,-3.13815118217454,6.012940798965695,162.34940157207376,9.019411198448545,-7.429277696986823,-46.17942110898428,-7.231061339540561,-5.087545312387521,-35.46600921477297,-6.115216357441351,-6.5796482695536245,-7.231061339540562,-5.992040752962128
35982,0.0,14.561583408264935,-4.877555464852547,-141.44910848072385,-5.8937128533634935,7.173410114401192,208.02889331763456,8.667870554901441,-6.789612151396923,-48.20447726039564,-7.544548103742383,-4.309971568633448,-21.19102264101644,-5.750226375299099,-7.781445322731581,-7.544548103742383,-6.3173467526912965
34733,0.0,13.533427228906206,-2.7634409971007647,-110.5376398840306,-4.605734995167942,5.356615340242959,214.26461360971837,8.927692233738265,-7.368958170721255,-56.692724371263566,-7.541749067438701,-4.395954721913332,-34.40755251825781,-5.331175029776314,-7.006125448231123,-7.5417490674387,-5.560139131821581
63748,0.0,13.151496900238287,-4.084575333826043,-175.63673935451985,-10.97729620965749,0.8090049081230872,34.78721104929275,2.174200690580797,-7.026786974260567,-17.30735369158375,-6.562460221453067,-4.124653327024932,-18.88946384361965,-3.373442420379458,-6.576699906456168,-6.562460221453067,-3.4491972438534124
62423,0.0,11.906146757118146,-6.367143740627061,-120.97573107191415,-7.560983191994635,3.65908510747243,69.52261704197618,4.345163565123511,-5.747983728017908,-17.024619757698567,-6.120265185828684,-4.376305950898211,-10.518473192334216,-5.376521473912773,-6.582383806429389,-6.120265185828684,-5.246885194632516
37974,0.0,12.387411361762744,-4.027013626329199,-120.81040878987596,-3.3558446886076654,10.837880007786094,325.13640023358283,9.031566673155078,-4.624725467028682,-27.868928680918582,-4.875341517944462,-4.567503006186324,-19.39789636443429,-5.925210565343019,-5.451489127095161,-4.875341517944461,-5.801632688102464
48236,0.0,12.35267316385989,-4.775224526240943,-191.00898104963773,-5.3058050291566055,6.342181321232959,253.68725284931836,7.046868134703287,-6.86545617276941,-50.94090362259592,-7.349453135889111,-3.852768659006281,-8.43631637262759,-4.971999192514678,-7.321167330413448,-7.349453135889112,-4.830871088311828
57125,0.0,13.761567110032695,-2.741862980859027,-98.70706731092498,-8.225588942577081,1.845326055818538,66.43173800946737,5.535978167455614,-7.412327859102188,-43.18239277302995,-7.021938686118821,-4.743816341632459,-31.646955577097764,-4.489529053842849,-6.530270574448214,-7.021938686118821,-4.696959529094061
26781,0.0,11.165002582448434,-3.21229739928309,-131.7041933706067,-8.231512085662919,1.1447767792333716,46.93584794856824,2.933490496785515,-7.309248176710038,-33.11258486002906,-7.420773490337421,-4.309850406958771,-25.288871455628872,-3.8968878628384696,-6.926359527774734,-7.420773490337421,-3.433524235224476
2943,0.0,13.200082985590871,-3.160461659723272,-158.02308298616362,-9.876442686635226,1.0635648956658066,53.17824478329032,3.3236402989556453,-7.374517630236032,-23.820529175572084,-6.9805444491174535,-4.078984282058148,-37.423594126608776,-2.824640865747611,-6.700810590379961,-6.980544449117454,-2.857868884362241
21625,0.0,14.228484056742175,-3.4169646516878345,-140.0955507192012,-2.9186573066500245,13.240772780595687,542.8716840044232,11.30982675009215,-7.179208660926117,-47.885402889646485,-8.577212970169699,-4.28070037009778,-29.44333443352486,-5.520722108196634,-9.342195436363644,-8.577212970169699,-5.952164584680171
24889,0.0,10.927389424591237,-7.836306491316395,-86.19937140448035,-10.375850261650411,0.4165470601231397,4.582017661354537,0.551539162940824,-4.480412864530124,-44.9606969414315,-4.994542477566033,-4.586832908348515,-5.151413481061976,-4.683589756214737,-4.947682684901666,-4.994542477566032,-4.06655071515062
46703,0.0,10.735638554868675,-5.226046035252461,-99.29487466979676,-8.274572889149733,1.554357262559335,29.53278798862736,2.4610656657189467,-5.008719491715246,-21.8730276438328,-4.451599664014293,-4.621893471864746,-12.88426708013485,-5.144047307640317,-4.44621660253621,-4.451599664014294,-4.556845910497261
35007,0.0,11.000828405314786,-4.589328962610197,-123.91188199047532,-10.325990165872945,0.2999281064185971,8.098058873302122,0.6748382394418435,-6.076558417913876,-16.974709436766656,-5.511594584707253,-4.510832476995129,-12.920266737395773,-3.972860476297773,-5.497054221943212,-5.511594584707253,-3.451449999923407
53536,0.0,11.76457536073612,-6.224636015134821,-136.94199233296607,-8.55887452081038,2.331418792673267,51.291213438811866,3.2057008399257416,-6.472291479643817,-29.254949554787263,-7.350570536387591,-4.088578137549482,-5.100971790469504,-4.546463341293642,-7.185157815616669,-7.350570536387591,-4.176174647777852
2734,0.0,13.200082985590871,-4.353543451648595,-169.7881946142952,-10.611762163393449,1.061875209106634,41.41313315515873,2.5883208221974208,-7.015780754527606,-20.28298513089608,-6.759447946325204,-4.088108223328043,-15.233780396070776,-3.413145774832175,-6.700302533948904,-6.759447946325204,-3.575315391049435
20298,0.0,12.693945397868468,-1.7273863910876166,-69.09545564350466,-3.838636424639148,3.9848890379531934,159.39556151812778,8.85530897322932,-7.638132960162713,-64.20059113706577,-8.585742394239151,-4.6999846196726685,-41.30056786529344,-5.453350116506918,-7.337631078029743,-8.585742394239151,-5.424745005596783
9215,0.0,12.204189053571708,-5.067436505201656,-177.36027768205798,-13.856271693910784,-0.6041902227525751,-21.14665779634013,-1.6520826403390725,-6.8453566037725935,-66.95711878438867,-6.1184499774242935,-4.045786085448612,-12.634505431976049,-2.949298528472583,-6.505317315107856,-6.118449977424295,-2.8037094937350115
56014,0.0,12.344913037515717,-3.455137290297834,-103.65411870893502,-8.637843225744584,1.4828279247084526,44.48483774125358,3.7070698117711314,-6.958445192456835,-59.0414739737991,-6.459037830919109,-4.558300163526519,-26.434363189831224,-4.377207586831923,-6.142384634643486,-6.459037830919108,-4.302272375344499
41060,0.0,10.365870391225714,-4.267045615840361,-157.88068778609338,-6.578361991087222,2.456762205495237,90.90020160332378,3.78750840013849,-6.903596790632636,-52.235537817477066,-6.670438611706472,-4.221288267577375,-22.4569777962514,-4.9316607214659935,-6.530260494099535,-6.670438611706472,-4.268934818094382
51320,0.0,13.806525850036705,-3.682222677913032,-184.1111338956516,-7.671297245652148,2.944909730104586,147.2454865052293,6.1352286043845545,-7.097824625876624,-34.208142178405986,-6.689998954201468,-3.778172960315671,-23.989281354846845,-3.520214721014772,-6.427591707989057,-6.689998954201468,-3.6390755482245063
28690,0.0,14.258224208076747,-4.870678533343594,-175.34442720036938,-10.959026700023085,1.4663100035794048,52.787160128858574,3.299197508053661,-7.004257651735373,-75.0481171256996,-7.079601865684388,-3.960685549119572,-8.182378273045803,-3.274753517837253,-6.9419199105907285,-7.079601865684387,-3.7468797716266034
60952,0.0,10.264780382387697,-5.4682805592470665,-185.92153901440025,-5.024906459848656,5.702215739233663,193.87533513394453,5.239873922539042,-6.848316275864651,-79.61479433350861,-7.193588995528266,-3.924469506181241,-6.995370433427702,-5.54638460718005,-7.459476944119658,-7.193588995528266,-4.66626999719384
9760,0.0,13.631179979897874,-3.75174459334596,-281.380844500947,-8.793151390654593,2.0642255314104667,154.816914855785,4.838028589243281,-7.270273987058068,-31.72098512931256,-7.639016568155629,-2.0909355881572878,-21.69123692811518,-1.1707952680013174,-7.140853336722053,-7.639016568155629,-1.1003782619710571
58314,0.0,13.920166149528514,-3.9826805953638167,-163.2899044099165,-7.654214269214834,3.2603326856916706,133.6736401133585,6.265951880313679,-6.940381160312041,-48.37274981920681,-6.677646331407198,-4.107314384758957,-17.27916558763868,-4.349528427197376,-6.64423935486152,-6.677646331407198,-4.669073150396087
66292,0.0,11.877909327726073,-2.575661343210131,-82.4211629827242,-4.578953499040233,4.105662653635784,131.3812049163451,7.2989558286858385,-7.2424999243552035,-56.71595422165357,-8.04077275586507,-4.859378927003011,-31.652679623656784,-5.72345832304771,-7.15441343839503,-8.04077275586507,-5.351442635020149
3601,0.0,13.200082985590871,-3.616711705508466,-169.9854501588979,-10.624090634931118,0.8769335661820435,41.21587761055605,2.575992350659753,-7.237331967799025,-20.22367416138347,-6.755741010730666,-3.913332347427577,-25.95088438081464,-3.112522858966443,-6.644694119152725,-6.755741010730666,-3.171183012456829
71837,0.0,14.288400907223458,-4.176955084464296,-104.4238771116074,-7.831790783370557,3.443525399388216,86.08813498470539,6.456610123852904,-7.0943467157585625,-58.46238818504704,-7.364015797840273,-4.705201121856756,-21.665647344194948,-5.026053517969211,-7.065746882753501,-7.364015797840274,-5.508672998265486
62489,0.0,11.906146757118146,-4.569673608364275,-127.95086103419972,-7.996928814637482,2.2338388242746645,62.54748707969061,3.9092179424806632,-6.288448618012242,-14.927331585784891,-5.989184675084079,-4.474257911547828,-19.37213900178127,-4.593070690349995,-6.153839508620329,-5.989184675084079,-4.413941897485409
3423,0.0,13.200082985590871,-3.832356725186504,-180.1207660837657,-11.257547880235355,0.6612885465040054,31.08056168568825,1.942535105355516,-7.172491634852075,-17.17617851287683,-6.565272532699001,-3.920328143065481,-21.807376531172515,-2.8964014373111677,-6.579853786205776,-6.565272532699001,-2.970902072755451
44860,0.0,12.184992405481374,-3.8658035002103808,-185.55856801009827,-1.7181348889823909,23.55042941212271,1130.42061178189,10.466857516498983,-7.065114039588916,-29.99119230982021,-8.036273554534224,-3.892881289343936,-21.059022451188145,-5.248384953745595,-12.445890804479845,-8.036273554534224,-4.949368759816444
27876,0.0,9.462675959768148,-5.093662633076437,-122.24790319383447,-7.640493949614655,1.2147880067689956,29.154912162455894,1.8221820101534931,-6.806533639389604,-49.49691106216761,-6.337729433747686,-4.485667989569181,-14.583850629177125,-5.098070385127439,-6.252585839131382,-6.337729433747686,-4.224117228279607
31594,0.0,12.53606914226924,-4.38882030732622,-149.21989044909148,-7.993922702629902,2.493727457056892,84.78673353993433,4.542146439639339,-7.191811767408239,-77.17510895766732,-7.527941357512828,-4.2261685310186525,-15.232072986154714,-4.22448569193264,-7.068926155104733,-7.5279413575128284,-4.184657020484429
49321,0.0,12.087409594733916,-6.281737735483845,-138.1982301806446,-6.281737735483844,5.80567185925007,127.72478090350154,5.80567185925007,-5.644134024081472,-17.067781621210763,-5.659438548433081,-4.119272543733435,-2.952578465553352,-5.4907992675230215,-5.905122751035333,-5.65943854843308,-5.340212652991501
52318,0.0,10.90220690455905,-2.0221314184576027,-60.66394255372808,-5.055328546144006,2.338751343366017,70.16254030098051,5.846878358415043,-7.005484887241615,-42.62254848022117,-7.439124477907272,-5.098058278032733,-36.14520709528384,-5.45172860126422,-6.402872656685496,-7.439124477907273,-4.830184169208331
4005,0.0,13.940018169101483,-4.346050193022593,-291.1853629325138,-5.1997386237948895,7.305308276674169,489.4556545371693,8.740279545306596,-7.061063914813453,-31.908881765806772,-7.852844439813445,-2.943094828547214,-19.908688076390533,-3.256656188507329,-8.094359527336797,-7.852844439813445,-3.475601560773834
36484,0.0,14.561583408264935,-2.8310399762694414,-53.78975954911939,-6.723719943639924,3.300153037736847,62.702907717000095,7.837863464625012,-7.404960216744952,-74.56196689370222,-7.294980846579644,-5.2778904962791655,-24.313040932571084,-5.402864837830471,-6.61683100047639,-7.294980846579645,-6.024353612300797
63463,0.0,13.151496900238287,-5.347181534716971,-160.41544604150914,-10.025965377594323,1.6669501454101152,50.008504362303455,3.125531522643966,-6.647145438514083,-21.88410546527337,-6.848507207308668,-4.276589707779423,-10.570534286732418,-4.214779210826418,-6.834667630074347,-6.848507207308669,-4.280307269742057
57940,0.0,13.920166149528514,-3.847984539720478,-165.46333520798055,-7.7560938378740865,3.0581444026812656,131.50020931529443,6.164072311654426,-6.980881688020006,-47.71924074770572,-6.6470130936805845,-4.023611661853462,-15.083079656160209,-4.041976202326738,-6.583445205254261,-6.647013093680584,-4.3419349524532365
28775,0.0,14.258224208076747,-6.41610286550584,-121.90595444461096,-15.23824430557637,-0.4126400410524725,-7.840160779996978,-0.9800200974996224,-6.53957811315235,-91.11604380832436,-5.792922976875428,-4.361584878449281,-10.238772815804548,-3.068115893906664,-6.376955569348282,-5.792922976875428,-3.645704317820889
7697,0.0,11.933595372150858,-6.825977493523996,-81.91172992228795,-3.412988746761997,17.04121325077772,204.49455900933265,8.52060662538886,-5.235712934122691,-26.31044874473154,-7.302419985161713,-4.668371631631435,-9.323786244545172,-6.853317321695093,-10.30890800805512,-7.302419985161713,-6.419438778698766
14634,0.0,13.53597092690117,-4.548859173950003,-172.8566486101001,-14.404720717508338,-0.2743420391391068,-10.424997487286058,-0.8687497906071715,-6.82231526007434,-37.41467753408267,-6.166609184638795,-4.109744694925552,-17.932191427301156,-2.749751064482553,-6.326679676719687,-6.166609184638793,-2.9958016489238624
34760,0.0,11.000828405314786,-1.8398983279776269,-58.87674649528406,-2.453197770636836,6.410722976008463,205.1431352322708,8.547630634677951,-6.90325962358181,-36.52953080502317,-7.878792681336016,-5.08060879333127,-38.73203534616109,-6.362632412944856,-7.33445336293099,-7.878792681336015,-5.726895266775234
7710,0.0,11.933595372150858,-2.3601895297256124,-77.88625448094521,-3.2452606033727167,6.318788922747738,208.52003445067533,8.68833476877814,-6.578489961273567,-27.520832217886312,-7.352852629876495,-4.815705969145345,-34.60202813676303,-5.762985271016268,-7.084880091871603,-7.3528526298764945,-5.564252254795973
26716,0.0,11.165002582448434,-6.604969053154467,-105.67950485047147,-13.209938106308934,-1.0224677619302502,-16.359484190884004,-2.0449355238605005,-6.289136699314752,-40.93771094458053,-5.92385600431156,-4.365937186849052,-10.020711954156909,-3.8106570381127423,-6.274710545404007,-5.92385600431156,-3.29142990249454
24345,0.0,14.004951319295884,-1.7457881790749177,-41.89891629779802,-2.8369057909967403,6.872643402030242,164.9434416487258,11.168045528299144,-7.354780782210339,-80.58141666531296,-7.762540544617131,-5.505501330078565,-40.39221331611629,-6.702409328021731,-7.378581963139545,-7.762540544617132,-7.209305456064272
28414,0.0,14.258224208076747,-4.4535733652269,-253.85368181793328,-7.932927556810415,3.551043734044257,202.40949284052263,6.325296651266332,-7.129673198150305,-51.4418858460716,-7.989492000264537,-3.3307554153238046,-5.106666856567616,-2.9894867060342096,-7.568759470302778,-7.989492000264537,-3.204630719328569
53538,0.0,11.76457536073612,-5.413158692211311,-194.8737129196072,-12.179607057475446,-0.1844585318841459,-6.640507147829254,-0.4150316967393284,-6.716287190167609,-11.835989188182372,-6.261885513474787,-3.8672162821104616,-3.900944808283966,-3.205446855804396,-6.428681623300517,-6.261885513474786,-2.9452074904768564
38409,0.0,12.157562380623082,-4.848399279247104,-145.45197837741313,-4.040332732705919,9.740675577500593,292.2202673250178,8.117229647917162,-6.6005114582259,-19.42926986702452,-6.959792602602476,-4.186091933484275,-12.625325029211442,-5.722650953991039,-7.70050682005018,-6.959792602602476,-5.620792505336949
31613,0.0,12.53606914226924,-4.276430157750249,-183.8864967832607,-6.567374885116452,3.886591609308791,167.123439200278,5.9686942571527855,-7.225605335789014,-66.75152347350279,-7.956877001797206,-3.7985347607620814,-11.704118771947996,-4.4196821448101336,-7.487733765485553,-7.956877001797205,-4.280509163652394
53823,0.0,14.890776976770372,-4.471481556439855,-147.55889136251523,-13.174901014510294,0.5823579023428169,19.217810777312955,1.7158759622600854,-7.068957592042215,-59.74296519950961,-6.7665348387792585,-4.168038909469941,-13.045234879689474,-2.803718612823933,-6.787756262232809,-6.766534838779261,-3.4924389361900783
24612,0.0,14.004951319295884,-3.338518212743861,-230.3577566793264,-4.799119930819298,6.404056618070667,441.87990664687607,9.205831388476584,-6.875877323962661,-23.91544786446305,-7.172540282476764,-3.2389919642857863,-20.91113127385944,-3.754911503723492,-7.237686879488449,-7.172540282476764,-3.9120967456674807
21596,0.0,14.228484056742175,-3.3953897875125376,-159.58332001308926,-3.324652500272693,11.135827972564575,523.3839147105351,10.903831556469482,-7.185695809938416,-42.025803389989065,-8.455137980593502,-4.049528878798767,-23.669531951353637,-5.227748682267087,-8.709278792188574,-8.455137980593502,-5.575785244076845
52374,0.0,10.90220690455905,-6.12718907652504,-116.41659245397577,-9.70138270449798,0.7584152842490958,14.40989040073282,1.2008242000610685,-5.771172563623289,-25.858792991668366,-6.042144853861206,-4.3947649609324975,-11.564841051285285,-4.65083406597298,-5.927695829535948,-6.042144853861205,-4.06227375650036
25486,0.0,13.414612768668537,-1.89431996101583,-94.7159980507915,-3.946499918782978,4.544694167945068,227.23470839725343,9.46811284988556,-7.6288635136649745,-43.30946799381507,-8.133743657842011,-4.38506816701225,-47.5367818588037,-4.758119269138691,-7.152037451700908,-8.133743657842011,-4.777494927468332
48615,0.0,12.35267316385989,-4.921278060709084,-167.32345406410886,-4.647873724003024,8.158022936319034,277.3727798348472,7.704799439856866,-6.821540668404264,-58.0626885729676,-7.547280495621658,-4.059278668186027,-12.131051420446502,-5.551132365160897,-7.867156173916051,-7.547280495621658,-5.462752529761262
25560,0.0,13.414612768668537,-3.5037593473932147,-66.57142760047108,-8.321428450058885,2.1444986604672223,40.74547454887722,5.093184318609652,-7.144935872644327,-51.77200202948293,-6.818286324254772,-5.185459678945354,-24.67291137521164,-5.213536213180954,-6.430344569226764,-6.818286324254772,-5.469895378758072
25520,0.0,13.414612768668537,-1.7137244780119312,-85.68622390059656,-3.5702593291915234,4.725289650948967,236.26448254744835,9.844353439477016,-7.683165121298535,-46.02454837549304,-8.246872007078593,-4.4033161627197135,-58.11487047605951,-4.875064361323308,-7.206339059334467,-8.246872007078593,-4.968932348249829
30045,0.0,11.79409781707738,-6.110651896652964,-207.7621644862008,-3.246283820096888,16.090002817845637,547.0600958067516,8.547813996980494,-6.481422405916604,-9.337223598568343,-8.92076639048791,-3.8484096257107328,-13.145929141637248,-5.541645070049156,-11.28225051856091,-8.92076639048791,-5.242961597972543
36917,0.0,11.990690866029826,-4.461003797887304,-196.28416710704136,-5.452337975195594,5.349561456137099,235.3807040700324,6.538352890834233,-6.915283743177566,-26.34789894859733,-6.749001689781456,-3.885926259276709,-8.42682918840138,-4.880713210810197,-6.669100196581621,-6.749001689781457,-4.605259440224974
17100,0.0,12.857359843594375,-5.246422962832435,-141.65341999647575,-7.8696344442486525,3.3251502662304824,89.77905718822302,4.987725399345724,-6.427432355234747,-20.6760377765446,-6.975890130156895,-4.2277790998262645,-8.042454850202672,-4.679261710050622,-6.9052106676452585,-6.975890130156896,-4.802447477789102
73580,0.0,17.948342514703842,-3.065000430878126,-174.70502456005318,-4.852917348890366,8.270794841566406,471.4353059692852,13.095425165813475,-7.158546003139073,-43.76611016455752,-7.402750098673167,-3.609722258112552,-36.40542678846378,-3.922426527393139,-7.21683806030554,-7.402750098673168,-5.151222512364597
36282,0.0,14.561583408264935,-4.9884935954513,-164.6202886498929,-6.8591786937455375,5.6017488832868345,184.85771314846556,7.702404714519397,-6.756255177350989,-41.23734656020218,-7.254250991234323,-4.224546962507563,-20.357089960539653,-4.651346440501027,-7.308876850445891,-7.254250991234323,-5.250122839367852
702,0.0,13.544874256830775,-3.920362122653349,-141.13303641552056,-8.820814775970035,2.0995819914936624,75.58495169377186,4.724059480860741,-6.987211776030387,-49.71161926237629,-7.772650411772396,-4.500425961079752,-33.325548388569224,-4.274075936193146,-7.012621300608193,-7.772650411772397,-4.548840450182104
62044,0.0,12.031075446594778,-5.394368057948492,-134.8592014487123,-8.428700090544519,2.3055202278721665,57.63800569680416,3.60237535605026,-6.077916600891368,-14.395337756990193,-5.885383003276639,-4.345017150068208,-10.822445633500465,-4.344128069014096,-6.159320625374261,-5.885383003276639,-4.2490837791404825
51754,0.0,13.806525850036705,-4.548316472368871,-118.25622828159064,-4.927342845066278,8.19616892766501,213.10039211929023,8.879183004970427,-6.837406786968735,-54.00945274231762,-7.515053561031118,-4.40943875806232,-12.821965800088902,-5.807033867959864,-8.00654491205059,-7.515053561031119,-6.132187995039272
14265,0.0,13.31493400996285,-5.737783764025433,-189.3468642128393,-11.834179013302457,0.7179418165626146,23.69207994656628,1.4807549966603926,-5.859674220075498,-9.487959710141368,-5.553395580880431,-3.947427922506797,-9.382939021257886,-2.960721081865049,-5.615127227348344,-5.553395580880431,-3.242042945511999
32414,0.0,12.53606914226924,-4.697142795404639,-187.8857118161856,-6.710203993435202,4.078105604183827,163.1242241673531,5.82586514883404,-7.099105092281288,-65.54903600289738,-7.913931020704155,-3.909381471953936,-16.85041697829825,-4.581453549821745,-7.545318360809098,-7.9139310207041556,-4.523151445171598
4412,0.0,13.940018169101483,-4.84537731780344,-169.5882061231204,-6.0567216472543,6.306637217477747,220.7323026117212,7.883296521847185,-6.910925798623373,-68.47082112659092,-7.595166035489735,-4.181017466899989,-20.83757675131761,-4.997578939088601,-7.794078240620981,-7.595166035489735,-5.412997084753498
