sisso_model,dectree_rank,logistic_rank,average_rank
sisso_00771,32656,39119,35887.5
sisso_00772,30932,4266,17599.0
sisso_00773,25845,48013,36929.0
sisso_00774,31789,25942,28865.5
sisso_00775,20200,10012,15106.0
sisso_00776,35622,47814,41718.0
sisso_00777,16629,9669,13149.0
sisso_00778,1350,21517,11433.5
sisso_00779,24560,31304,27932.0
sisso_00780,13181,27369,20275.0
sisso_00781,40048,38327,39187.5
sisso_00782,43248,39958,41603.0
sisso_00783,11448,14687,13067.5
sisso_00784,19729,47815,33772.0
sisso_00785,6649,12378,9513.5
sisso_00786,3936,24495,14215.5
sisso_00787,4857,28590,16723.5
sisso_00788,15210,4098,9654.0
sisso_00789,658,21229,10943.5
sisso_00790,18292,24770,21531.0
sisso_00791,29781,6987,18384.0
sisso_00792,21433,11841,16637.0
sisso_00793,24216,20662,22439.0
sisso_00794,22525,3951,13238.0
sisso_00795,27618,9165,18391.5
sisso_00796,27093,25358,26225.5
sisso_00797,2639,5917,4278.0
sisso_00798,22526,1419,11972.5
sisso_00799,27619,1857,14738.0
sisso_00800,45306,4814,25060.0
sisso_00801,41269,47926,44597.5
sisso_00802,18673,8523,13598.0
sisso_00803,18109,30279,24194.0
sisso_00804,7673,7810,7741.5
sisso_00805,28859,19058,23958.5
sisso_00806,24020,33258,28639.0
sisso_00807,41881,40817,41349.0
sisso_00808,24217,12198,18207.5
sisso_00809,2912,13901,8406.5
sisso_00810,3770,27667,15718.5
sisso_00811,11218,33913,22565.5
sisso_00812,45231,20663,32947.0
sisso_00813,20355,19560,19957.5
sisso_00814,44811,24771,34791.0
sisso_00815,24948,1187,13067.5
sisso_00816,9568,6210,7889.0
sisso_00817,12740,4180,8460.0
sisso_00818,27262,10351,18806.5
sisso_00819,33099,47616,40357.5
sisso_00820,18857,1883,10370.0
sisso_00821,20201,5312,12756.5
sisso_00822,25120,6670,15895.0
sisso_00823,36095,6671,21383.0
sisso_00824,12510,3189,7849.5
sisso_00825,5719,11842,8780.5
sisso_00826,42460,33478,37969.0
sisso_00827,46713,8163,27438.0
sisso_00828,3040,44755,23897.5
sisso_00829,42980,16923,29951.5
sisso_00830,9374,33575,21474.5
sisso_00831,946,25646,13296.0
sisso_00832,29393,16504,22948.5
sisso_00833,5420,16924,11172.0
sisso_00834,21880,1259,11569.5
sisso_00835,34078,19837,26957.5
sisso_00836,33574,34399,33986.5
sisso_00837,17518,2599,10058.5
sisso_00838,21298,5918,13608.0
sisso_00839,3041,6988,5014.5
sisso_00840,48599,16925,32762.0
sisso_00841,18110,5313,11711.5
sisso_00842,4999,7811,6405.0
sisso_00843,29584,6672,18128.0
sisso_00844,16869,22714,19791.5
sisso_00845,19730,47110,33420.0
sisso_00846,25121,8840,16980.5
sisso_00847,8781,33139,20960.0
sisso_00848,9186,32097,20641.5
sisso_00849,31560,26238,28899.0
sisso_00850,44565,13902,29233.5
sisso_00851,44294,27112,35703.0
sisso_00852,14414,31814,23114.0
sisso_00853,31998,49312,40655.0
sisso_00854,8601,20664,14632.5
sisso_00855,18293,42947,30620.0
sisso_00856,29585,49313,39449.0
sisso_00857,15211,7979,11595.0
sisso_00858,1033,43955,22494.0
sisso_00859,4858,9002,6930.0
sisso_00860,44566,18820,31693.0
sisso_00861,3331,44351,23841.0
sisso_00862,1351,45125,23238.0
sisso_00863,48906,10718,29812.0
sisso_00864,4723,45639,25181.0
sisso_00865,38987,827,19907.0
sisso_00866,18674,5542,12108.0
sisso_00867,49698,11279,30488.5
sisso_00868,49699,11843,30771.0
sisso_00869,22692,11280,16986.0
sisso_00870,6006,43358,24682.0
sisso_00871,20071,15885,17978.0
sisso_00872,22693,5433,14063.0
sisso_00873,20675,5800,13237.5
sisso_00874,39450,48205,43827.5
sisso_00875,15212,3579,9395.5
sisso_00876,34079,43161,38620.0
sisso_00877,43119,746,21932.5
sisso_00878,37447,35993,36720.0
sisso_00879,24949,11663,18306.0
sisso_00880,31999,10525,21262.0
sisso_00881,13664,9166,11415.0
sisso_00882,20836,5434,13135.0
sisso_00883,28329,37577,32953.0
sisso_00884,30152,8164,19158.0
sisso_00885,22855,41403,32129.0
sisso_00886,44196,12379,28287.5
sisso_00887,37157,26239,31698.0
sisso_00888,35102,29374,32238.0
sisso_00889,36332,26815,31573.5
sisso_00890,36333,29375,32854.0
sisso_00891,19227,9003,14115.0
sisso_00892,21299,39213,30256.0
sisso_00893,15924,38222,27073.0
sisso_00894,40245,38026,39135.5
sisso_00895,13665,36880,25272.5
sisso_00896,20356,34024,27190.0
sisso_00897,19556,38328,28942.0
sisso_00898,13901,8165,11033.0
sisso_00899,42461,18305,30383.0
sisso_00900,17519,26240,21879.5
sisso_00901,42589,18306,30447.5
sisso_00902,39233,45935,42584.0
sisso_00903,35103,46486,40794.5
sisso_00904,46401,21830,34115.5
sisso_00905,9569,10352,9960.5
sisso_00906,13666,4815,9240.5
sisso_00907,12282,17818,15050.0
sisso_00908,40761,12935,26848.0
sisso_00909,31790,37224,34507.0
sisso_00910,17520,2656,10088.0
sisso_00911,35353,25943,30648.0
sisso_00912,22694,13140,17917.0
sisso_00913,15684,48299,31991.5
sisso_00914,46634,44571,45602.5
sisso_00915,6312,1669,3990.5
sisso_00916,49968,7492,28730.0
sisso_00917,19557,49314,34435.5
sisso_00918,4724,12563,8643.5
sisso_00919,33575,23871,28723.0
sisso_00920,18294,11281,14787.5
sisso_00921,40762,19322,30042.0
sisso_00922,45070,48454,46762.0
sisso_00923,24777,29617,27197.0
sisso_00924,32657,27370,30013.5
sisso_00925,47949,40405,44177.0
sisso_00926,19925,42948,31436.5
sisso_00927,19731,35994,27862.5
sisso_00928,36899,36650,36774.5
sisso_00929,46987,31493,39240.0
sisso_00930,9947,38450,24198.5
sisso_00931,15213,9670,12441.5
sisso_00932,45588,48236,46912.0
sisso_00933,45732,47327,46529.5
sisso_00934,4326,12936,8631.0
sisso_00935,38750,978,19864.0
sisso_00936,13902,6375,10138.5
sisso_00937,32000,13141,22570.5
sisso_00938,6139,22996,14567.5
sisso_00939,37727,46729,42228.0
sisso_00940,26921,47032,36976.5
sisso_00941,15441,14476,14958.5
sisso_00942,44197,22399,33298.0
sisso_00943,22695,31305,27000.0
sisso_00944,48907,35995,42451.0
sisso_00945,22351,30069,26210.0
sisso_00946,13667,3337,8502.0
sisso_00947,20357,9845,15101.0
sisso_00948,44395,19059,31727.0
sisso_00949,9762,46166,27964.0
sisso_00950,37728,31815,34771.5
sisso_00951,4859,46383,25621.0
sisso_00952,23030,19060,21045.0
sisso_00953,36900,47725,42312.5
sisso_00954,15685,19323,17504.0
sisso_00955,45804,39959,42881.5
sisso_00956,43817,18563,31190.0
sisso_00957,10160,5919,8039.5
sisso_00958,45156,12380,28768.0
sisso_00959,48141,16505,32323.0
sisso_00960,34080,19561,26820.5
sisso_00961,947,3190,2068.5
sisso_00962,17313,4099,10706.0
sisso_00963,42462,14261,28361.5
sisso_00964,24021,3191,13606.0
sisso_00965,49258,34958,42108.0
sisso_00966,47950,39603,43776.5
sisso_00967,42175,2141,22158.0
sisso_00968,45521,34203,39862.0
sisso_00969,17115,5176,11145.5
sisso_00970,15442,5045,10243.5
sisso_00971,47604,37001,42302.5
sisso_00972,31791,14688,23239.5
sisso_00973,27620,47726,37673.0
sisso_00974,45071,1103,23087.0
sisso_00975,7674,33757,20715.5
sisso_00976,20676,27668,24172.0
sisso_00977,24778,30492,27635.0
sisso_00978,42840,5314,24077.0
sisso_00979,31145,27969,29557.0
sisso_00980,44295,34775,39535.0
sisso_00981,37729,31306,34517.5
sisso_00982,29954,30493,30223.5
sisso_00983,34578,32520,33549.0
sisso_00984,29586,48414,39000.0
sisso_00985,32224,35996,34110.0
sisso_00986,32001,9004,20502.5
sisso_00987,23687,37353,30520.0
sisso_00988,11645,15110,13377.5
sisso_00989,20202,7812,14007.0
sisso_00990,46799,10890,28844.5
sisso_00991,20677,12029,16353.0
sisso_00992,715,33259,16987.0
sisso_00993,33822,39324,36573.0
sisso_00994,6140,12381,9260.5
sisso_00995,46714,11844,29279.0
sisso_00996,18675,4715,11695.0
sisso_00997,4860,5543,5201.5
sisso_00998,8602,47506,28054.0
sisso_00999,44108,24496,34302.0
sisso_01000,45381,24497,34939.0
sisso_01001,49146,8166,28656.0
sisso_01002,1597,27970,14783.5
sisso_01003,2913,6533,4723.0
sisso_01004,13434,21230,17332.0
sisso_01005,24950,4472,14711.0
sisso_01006,11219,36651,23935.0
sisso_01007,28330,1393,14861.5
sisso_01008,5000,14896,9948.0
sisso_01009,30347,15494,22920.5
sisso_01010,32002,1234,16618.0
sisso_01011,30739,6534,18636.5
sisso_01012,35104,17351,26227.5
sisso_01013,2914,23558,13236.0
sisso_01014,17709,10013,13861.0
sisso_01015,23204,2300,12752.0
sisso_01016,2333,44352,23342.5
sisso_01017,1881,41404,21642.5
sisso_01018,35105,14076,24590.5
sisso_01019,56,9005,4530.5
sisso_01020,44396,12937,28666.5
sisso_01021,18487,18051,18269.0
sisso_01022,16145,11845,13995.0
sisso_01023,45522,12382,28952.0
sisso_01024,2025,45785,23905.0
sisso_01025,49425,1884,25654.5
sisso_01026,30933,35065,32999.0
sisso_01027,317,11077,5697.0
sisso_01028,6141,12564,9352.5
sisso_01029,45446,16926,31186.0
sisso_01030,5720,12199,8959.5
sisso_01031,16630,35556,26093.0
sisso_01032,30540,3390,16965.0
sisso_01033,49383,9846,29614.5
sisso_01034,8236,16081,12158.5
sisso_01035,49495,33479,41487.0
sisso_01036,10161,2894,6527.5
sisso_01037,46012,13706,29859.0
sisso_01038,5262,25944,15603.0
sisso_01039,25297,7980,16638.5
sisso_01040,42176,24772,33474.0
sisso_01041,1034,3952,2493.0
sisso_01042,34081,48359,41220.0
sisso_01043,36096,1858,18977.0
sisso_01044,34082,1344,17713.0
sisso_01045,19926,10526,15226.0
sisso_01046,44896,28855,36875.5
sisso_01047,17912,34584,26248.0
sisso_01048,17116,15495,16305.5
sisso_01049,29394,9671,19532.5
sisso_01050,27446,8167,17806.5
sisso_01051,47300,23872,35586.0
sisso_01052,49527,21518,35522.5
sisso_01053,19732,26521,23126.5
sisso_01054,26922,25945,26433.5
sisso_01055,46635,19324,32979.5
sisso_01056,16870,1637,9253.5
sisso_01057,23370,22997,23183.5
sisso_01058,1035,47453,24244.0
sisso_01059,2915,22715,12815.0
sisso_01060,1036,46384,23710.0
sisso_01061,33344,10891,22117.5
sisso_01062,29204,1481,15342.5
sisso_01063,6478,25647,16062.5
sisso_01064,14960,46385,30672.5
sisso_01065,2486,29618,16052.0
sisso_01066,48871,9847,29359.0
sisso_01067,15686,10176,12931.0
sisso_01068,3332,29121,16226.5
sisso_01069,15687,2895,9291.0
sisso_01070,3937,14262,9099.5
sisso_01071,19228,9501,14364.5
sisso_01072,24779,15886,20332.5
sisso_01073,8975,15111,12043.0
sisso_01074,18488,2600,10544.0
sisso_01075,20203,4024,12113.5
sisso_01076,13668,2896,8282.0
sisso_01077,10162,3103,6632.5
sisso_01078,47951,2625,25288.0
sisso_01079,45157,37002,41079.5
sisso_01080,27621,33030,30325.5
sisso_01081,18676,24498,21587.0
sisso_01082,17117,2035,9576.0
sisso_01083,42711,48144,45427.5
sisso_01084,27263,46386,36824.5
sisso_01085,15688,21831,18759.5
sisso_01086,16871,27113,21992.0
sisso_01087,20678,20382,20530.0
sisso_01088,28662,41244,34953.0
sisso_01089,19558,21832,20695.0
sisso_01090,16872,12938,14905.0
sisso_01091,47301,45481,46391.0
sisso_01092,18489,2301,10395.0
sisso_01093,14961,16506,15733.5
sisso_01094,33576,2897,18236.5
sisso_01095,16631,33140,24885.5
sisso_01096,34083,18052,26067.5
sisso_01097,19559,31307,25433.0
sisso_01098,38506,21519,30012.5
sisso_01099,49195,33031,41113.0
sisso_01100,35354,26816,31085.0
sisso_01101,29395,5177,17286.0
sisso_01102,45805,37467,41636.0
sisso_01103,45382,13707,29544.5
sisso_01104,48669,16722,32695.5
sisso_01105,32658,41945,37301.5
sisso_01106,28331,14689,21510.0
sisso_01107,46472,43359,44915.5
sisso_01108,46106,13142,29624.0
sisso_01109,46636,40818,43727.0
sisso_01110,48142,22400,35271.0
sisso_01111,49310,45319,47314.5
sisso_01112,16873,34204,25538.5
sisso_01113,47885,20934,34409.5
sisso_01114,11868,48580,30224.0
sisso_01115,12963,33371,23167.0
sisso_01116,26033,21520,23776.5
sisso_01117,47540,11664,29602.0
sisso_01118,44198,6068,25133.0
sisso_01119,34854,48206,41530.0
sisso_01120,6313,1638,3975.5
sisso_01121,41270,31816,36543.0
sisso_01122,43716,19562,31639.0
sisso_01123,948,5435,3191.5
sisso_01124,46473,19061,32767.0
sisso_01125,27806,11078,19442.0
sisso_01126,6812,11477,9144.5
sisso_01127,27622,12565,20093.5
sisso_01128,44567,16507,30537.0
sisso_01129,10342,10719,10530.5
sisso_01130,36097,37699,36898.0
sisso_01131,33577,21521,27549.0
sisso_01132,42712,1716,22214.0
sisso_01133,20837,20935,20886.0
sisso_01134,16374,38543,27458.5
sisso_01135,19733,32756,26244.5
sisso_01136,3624,4816,4220.0
sisso_01137,25122,48600,36861.0
sisso_01138,30934,37118,34026.0
sisso_01139,26553,19563,23058.0
sisso_01140,43120,47683,45401.5
sisso_01141,17710,21833,19771.5
sisso_01142,25123,10177,17650.0
sisso_01143,34579,376,17477.5
sisso_01144,35355,11478,23416.5
sisso_01145,3625,6673,5149.0
sisso_01146,22041,5920,13980.5
sisso_01147,21141,13324,17232.5
sisso_01148,39234,31817,35525.5
sisso_01149,22856,34025,28440.5
sisso_01150,11646,18307,14976.5
sisso_01151,49953,24773,37363.0
sisso_01152,44026,11479,27752.5
sisso_01153,13435,4716,9075.5
sisso_01154,46251,24774,35512.5
sisso_01155,12072,12760,12416.0
sisso_01156,28860,26522,27691.0
sisso_01157,13903,16289,15096.0
sisso_01158,2916,18564,10740.0
sisso_01159,11647,49315,30481.0
sisso_01160,15689,20936,18312.5
sisso_01161,4327,210,2268.5
sisso_01162,8047,24163,16105.0
sisso_01163,46988,19325,33156.5
sisso_01164,30541,3104,16822.5
sisso_01165,48670,18053,33361.5
sisso_01166,20204,10720,15462.0
sisso_01167,17913,32373,25143.0
sisso_01168,5721,48997,27359.0
sisso_01169,12741,10014,11377.5
sisso_01170,40763,1345,21054.0
sisso_01171,31353,10178,20765.5
sisso_01172,36611,27971,32291.0
sisso_01173,9948,13143,11545.5
sisso_01174,17711,39684,28697.5
sisso_01175,10163,34670,22416.5
sisso_01176,30153,1364,15758.5
sisso_01177,42330,35258,38794.0
sisso_01178,40049,19326,29687.5
sisso_01179,25298,38223,31760.5
sisso_01180,24218,16723,20470.5
sisso_01181,48479,6818,27648.5
sisso_01182,13182,27114,20148.0
sisso_01183,46637,10892,28764.5
sisso_01184,20358,3452,11905.0
sisso_01185,46252,2112,24182.0
sisso_01186,16375,9167,12771.0
sisso_01187,19394,899,10146.5
sisso_01188,43604,13903,28753.5
sisso_01189,27264,48360,37812.0
sisso_01190,29587,9330,19458.5
sisso_01191,42177,36652,39414.5
sisso_01192,23519,9672,16595.5
sisso_01193,49064,30280,39672.0
sisso_01194,14692,22998,18845.0
sisso_01195,14693,21231,17962.0
sisso_01196,45930,19838,32884.0
sisso_01197,47302,17352,32327.0
sisso_01198,40246,19839,30042.5
sisso_01199,25299,24775,25037.0
sisso_01200,34580,44572,39576.0
sisso_01201,3771,41245,22508.0
sisso_01202,866,44756,22811.0
sisso_01203,32879,40544,36711.5
sisso_01204,2917,43162,23039.5
sisso_01205,49700,23559,36629.5
sisso_01206,45447,23560,34503.5
sisso_01207,49565,22999,36282.0
sisso_01208,49287,19564,34425.5
sisso_01209,46181,5662,25921.5
sisso_01210,25846,6989,16417.5
sisso_01211,44991,19327,32159.0
sisso_01212,7675,10893,9284.0
sisso_01213,1731,12383,7057.0
sisso_01214,2334,47876,25105.0
sisso_01215,46253,20383,33318.0
sisso_01216,25655,18308,21981.5
sisso_01217,46013,24776,35394.5
sisso_01218,33578,29834,31706.0
sisso_01219,36334,30494,33414.0
sisso_01220,37448,28856,33152.0
sisso_01221,35356,29376,32366.0
sisso_01222,35106,32374,33740.0
sisso_01223,23688,36881,30284.5
sisso_01224,17914,37003,27458.5
sisso_01225,22527,48207,35367.0
sisso_01226,12511,38329,25420.0
sisso_01227,19229,39027,29128.0
sisso_01228,32447,25359,28903.0
sisso_01229,18858,37578,28218.0
sisso_01230,12283,37004,24643.5
sisso_01231,14962,36653,25807.5
sisso_01232,7492,9502,8497.0
sisso_01233,34581,41405,37993.0
sisso_01234,16874,10353,13613.5
sisso_01235,17712,11079,14395.5
sisso_01236,10791,23000,16895.5
sisso_01237,28510,47265,37887.5
sisso_01238,10792,7493,9142.5
sisso_01239,49477,14690,32083.5
sisso_01240,2487,12384,7435.5
sisso_01241,19230,5544,12387.0
sisso_01242,18295,9503,13899.0
sisso_01243,9570,20115,14842.5
sisso_01244,18677,7494,13085.5
sisso_01245,9187,26241,17714.0
sisso_01246,48348,24777,36562.5
sisso_01247,1126,11846,6486.0
sisso_01248,14415,10179,12297.0
sisso_01249,49902,23873,36887.5
sisso_01250,38002,19328,28665.0
sisso_01251,48203,25946,37074.5
sisso_01252,15214,48956,32085.0
sisso_01253,43249,4100,23674.5
sisso_01254,45523,14897,30210.0
sisso_01255,26034,2009,14021.5
sisso_01256,15443,9504,12473.5
sisso_01257,36612,37830,37221.0
sisso_01258,37730,48656,43193.0
sisso_01259,33823,34776,34299.5
sisso_01260,41448,16290,28869.0
sisso_01261,20679,3192,11935.5
sisso_01262,44479,18054,31266.5
sisso_01263,41449,10354,25901.5
sisso_01264,48843,21522,35182.5
sisso_01265,26554,1455,14004.5
sisso_01266,26555,1214,13884.5
sisso_01267,15690,15496,15593.0
sisso_01268,20838,16927,18882.5
sisso_01269,26556,1420,13988.0
sisso_01270,39451,26817,33134.0
sisso_01271,48075,5801,26938.0
sisso_01272,10556,32238,21397.0
sisso_01273,28663,23561,26112.0
sisso_01274,25471,10015,17743.0
sisso_01275,23205,1456,12330.5
sisso_01276,24951,49227,37089.0
sisso_01277,22528,41946,32237.0
sisso_01278,7676,4267,5971.5
sisso_01279,23031,13144,18087.5
sisso_01280,46474,21834,34154.0
sisso_01281,45733,20116,32924.5
sisso_01282,49399,23001,36200.0
sisso_01283,28664,38642,33653.0
sisso_01284,30,17138,8584.0
sisso_01285,49857,15325,32591.0
sisso_01286,30348,25079,27713.5
sisso_01287,34582,19840,27211.0
sisso_01288,33345,23874,28609.5
sisso_01289,40764,47976,44370.0
sisso_01290,7133,28281,17707.0
sisso_01291,48844,22401,35622.5
sisso_01292,10995,15497,13246.0
sisso_01293,47151,21523,34337.0
sisso_01294,48017,6211,27114.0
sisso_01295,9763,15887,12825.0
sisso_01296,6314,6376,6345.0
sisso_01297,6479,5436,5957.5
sisso_01298,40765,18055,29410.0
sisso_01299,19041,47877,33459.0
sisso_01300,36335,26818,31576.5
sisso_01301,20680,1394,11037.0
sisso_01302,37158,17353,27255.5
sisso_01303,19927,16928,18427.5
sisso_01304,21720,49992,35856.0
sisso_01305,46989,26523,36756.0
sisso_01306,36901,36410,36655.5
sisso_01307,23520,2381,12950.5
sisso_01308,34313,47977,41145.0
sisso_01309,49755,37225,43490.0
sisso_01310,49780,23875,36827.5
sisso_01311,27623,47768,37695.5
sisso_01312,15215,35784,25499.5
sisso_01313,25300,12761,19030.5
sisso_01314,14147,8344,11245.5
sisso_01315,26557,6990,16773.5
sisso_01316,17118,4268,10693.0
sisso_01317,19042,10894,14968.0
sisso_01318,18490,27669,23079.5
sisso_01319,44027,6991,25509.0
sisso_01320,22352,920,11636.0
sisso_01321,6007,5178,5592.5
sisso_01322,15691,498,8094.5
sisso_01323,48745,20665,34705.0
sisso_01324,28511,18309,23410.0
sisso_01325,48441,19841,34141.0
sisso_01326,37731,25947,31839.0
sisso_01327,48018,21524,34771.0
sisso_01328,45307,17582,31444.5
sisso_01329,45806,17139,31472.5
sisso_01330,46014,21525,33769.5
sisso_01331,30935,39416,35175.5
sisso_01332,31792,44933,38362.5
sisso_01333,20839,30281,25560.0
sisso_01334,47688,17583,32635.5
sisso_01335,42331,10895,26613.0
sisso_01336,17314,38224,27769.0
sisso_01337,46990,21526,34258.0
sisso_01338,23032,26242,24637.0
sisso_01339,318,20666,10492.0
sisso_01340,13669,31,6850.0
sisso_01341,24219,18310,21264.5
sisso_01342,48480,24499,36489.5
sisso_01343,8237,1919,5078.0
sisso_01344,25656,17819,21737.5
sisso_01345,31354,46387,38870.5
sisso_01346,3333,32,1682.5
sisso_01347,13183,3338,8260.5
sisso_01348,45653,45640,45646.5
sisso_01349,3772,7161,5466.5
sisso_01350,40421,15326,27873.5
sisso_01351,33824,34777,34300.5
sisso_01352,47387,20937,34162.0
sisso_01353,20072,10527,15299.5
sisso_01354,45931,29122,37526.5
sisso_01355,5722,4269,4995.5
sisso_01356,30349,14477,22413.0
sisso_01357,20359,45786,33072.5
sisso_01358,14694,39325,27009.5
sisso_01359,10996,12030,11513.0
sisso_01360,2918,33,1475.5
sisso_01361,29782,13325,21553.5
sisso_01362,2777,8524,5650.5
sisso_01363,13670,6377,10023.5
sisso_01364,41603,11080,26341.5
sisso_01365,20681,13145,16913.0
sisso_01366,23689,7813,15751.0
sisso_01367,43717,6212,24964.5
sisso_01368,29031,46884,37957.5
sisso_01369,49444,4356,26900.0
sisso_01370,29396,1,14698.5
sisso_01371,42463,4717,23590.0
sisso_01372,29205,11665,20435.0
sisso_01373,27987,24778,26382.5
sisso_01374,26209,2695,14452.0
sisso_01375,24022,2601,13311.5
sisso_01376,5263,17354,11308.5
sisso_01377,19734,5921,12827.5
sisso_01378,14416,9168,11792.0
sisso_01379,28332,33837,31084.5
sisso_01380,29955,30070,30012.5
sisso_01381,23371,25948,24659.5
sisso_01382,18491,17820,18155.5
sisso_01383,49969,30698,40333.5
sisso_01384,49676,21835,35755.5
sisso_01385,2335,24500,13417.5
sisso_01386,28173,10355,19264.0
sisso_01387,33100,15888,24494.0
sisso_01388,37159,21836,29497.5
sisso_01389,43250,28591,35920.5
sisso_01390,47751,26819,37285.0
sisso_01391,38003,30282,34142.5
sisso_01392,47752,13511,30631.5
sisso_01393,44028,48905,46466.5
sisso_01394,17119,49316,33217.5
sisso_01395,45232,25949,35590.5
sisso_01396,6963,20938,13950.5
sisso_01397,43930,12200,28065.0
sisso_01398,2778,25648,14213.0
sisso_01399,26923,46959,36941.0
sisso_01400,18678,19329,19003.5
sisso_01401,46638,22124,34381.0
sisso_01402,45852,27972,36912.0
sisso_01403,24561,23002,23781.5
sisso_01404,45734,21527,33630.5
sisso_01405,44897,5545,25221.0
sisso_01406,46800,19842,33321.0
sisso_01407,47215,25360,36287.5
sisso_01408,40766,49042,44904.0
sisso_01409,3478,11480,7479.0
sisso_01410,44661,5922,25291.5
sisso_01411,46475,26524,36499.5
sisso_01412,12284,15327,13805.5
sisso_01413,35107,24164,29635.5
sisso_01414,6142,611,3376.5
sisso_01415,39235,46276,42755.5
sisso_01416,37732,49180,43456.0
sisso_01417,49445,24165,36805.0
sisso_01418,17315,9673,13494.0
sisso_01419,15444,15889,15666.5
sisso_01420,29956,28592,29274.0
sisso_01421,24780,47816,36298.0
sisso_01422,28512,24501,26506.5
sisso_01423,43483,13904,28693.5
sisso_01424,41111,45126,43118.5
sisso_01425,42464,36196,39330.0
sisso_01426,29783,39417,34600.0
sisso_01427,31793,25361,28577.0
sisso_01428,24381,19565,21973.0
sisso_01429,10164,5046,7605.0
sisso_01430,46884,23003,34943.5
sisso_01431,36098,27371,31734.5
sisso_01432,37449,23296,30372.5
sisso_01433,10343,20667,15505.0
